Borough,NAID,Network Area Hosting Capacity (kVA),Updated Date
BROOKLYN/QUEENS,37AN,205,2018/6/20
BROOKLYN/QUEENS,38AN,200,2018/6/20
BROOKLYN/QUEENS,39AN,135,2018/6/20
BROOKLYN/QUEENS,40AN,365,2018/6/20
BROOKLYN/QUEENS,41AN,205,2018/6/20
BROOKLYN/QUEENS,42AN,50,2018/6/20
BROOKLYN/QUEENS,43AN,,
BROOKLYN/QUEENS,28AR,,
BROOKLYN/QUEENS,29AR,,
BROOKLYN/QUEENS,30AR,,
BROOKLYN/QUEENS,31AR,,
BROOKLYN/QUEENS,32AR,,
BROOKLYN/QUEENS,33AR,,
BROOKLYN/QUEENS,34AR,,
BROOKLYN/QUEENS,35AR,25,2018/6/20
BROOKLYN/QUEENS,36AR,125,2018/6/20
BROOKLYN/QUEENS,37AR,205,2018/6/20
BROOKLYN/QUEENS,38AR,85,2018/6/20
BROOKLYN/QUEENS,39AR,185,2018/6/20
BROOKLYN/QUEENS,40AR,170,2018/6/20
BROOKLYN/QUEENS,41AR,275,2018/6/20
BROOKLYN/QUEENS,42AR,40,2018/6/20
BROOKLYN/QUEENS,28AQ,,
BROOKLYN/QUEENS,29AQ,,
BROOKLYN/QUEENS,30AQ,,
BROOKLYN/QUEENS,31AQ,,
BROOKLYN/QUEENS,32AQ,,
BROOKLYN/QUEENS,33AQ,,
BROOKLYN/QUEENS,34AQ,,
BROOKLYN/QUEENS,35AQ,250,2018/6/20
BROOKLYN/QUEENS,36AS,70,2018/6/20
BROOKLYN/QUEENS,37AS,165,2018/6/20
BROOKLYN/QUEENS,38AS,230,2018/6/20
BROOKLYN/QUEENS,39AS,350,2018/6/20
BROOKLYN/QUEENS,40AS,65,2018/6/20
BROOKLYN/QUEENS,41AS,115,2018/6/20
BROOKLYN/QUEENS,42AS,380,2018/6/20
BROOKLYN/QUEENS,29AN,,
BROOKLYN/QUEENS,30AN,,
BROOKLYN/QUEENS,31AN,45,2018/6/20
BROOKLYN/QUEENS,32AN,60,2018/6/20
BROOKLYN/QUEENS,33AN,,
BROOKLYN/QUEENS,36AQ,110,2018/6/20
BROOKLYN/QUEENS,37AQ,240,2018/6/20
BROOKLYN/QUEENS,38AQ,180,2018/6/20
BROOKLYN/QUEENS,39AQ,180,2018/6/20
BROOKLYN/QUEENS,40AQ,90,2018/6/20
BROOKLYN/QUEENS,41AQ,175,2018/6/20
BROOKLYN/QUEENS,42AQ,150,2018/6/20
BROOKLYN/QUEENS,43AQ,,
BROOKLYN/QUEENS,29AS,,
BROOKLYN/QUEENS,30AS,,
BROOKLYN/QUEENS,31AS,,
BROOKLYN/QUEENS,32AS,,
BROOKLYN/QUEENS,33AS,,
BROOKLYN/QUEENS,34AS,,
BROOKLYN/QUEENS,35AS,,
BROOKLYN/QUEENS,29AP,,
BROOKLYN/QUEENS,30AP,10,2018/6/20
BROOKLYN/QUEENS,31AP,50,2018/6/20
BROOKLYN/QUEENS,32AP,,
BROOKLYN/QUEENS,33AP,,
BROOKLYN/QUEENS,34AP,,
BROOKLYN/QUEENS,35AP,155,2018/6/20
BROOKLYN/QUEENS,36AP,125,2018/6/20
BROOKLYN/QUEENS,37AP,145,2018/6/20
BROOKLYN/QUEENS,38AP,35,2018/6/20
BROOKLYN/QUEENS,39AP,120,2018/6/20
BROOKLYN/QUEENS,40AP,90,2018/6/20
BROOKLYN/QUEENS,41AP,370,2018/6/20
BROOKLYN/QUEENS,42AP,60,2018/6/20
BROOKLYN/QUEENS,39BA,,
BROOKLYN/QUEENS,40BA,10,2018/6/20
BROOKLYN/QUEENS,41BA,1125,2018/6/20
BROOKLYN/QUEENS,29BA,,
BROOKLYN/QUEENS,30BA,,
BROOKLYN/QUEENS,31BA,,
BROOKLYN/QUEENS,32BA,,
BROOKLYN/QUEENS,33BA,,
BROOKLYN/QUEENS,34BA,,
BROOKLYN/QUEENS,35BA,,
BROOKLYN/QUEENS,36BA,,
BROOKLYN/QUEENS,37BA,,
BROOKLYN/QUEENS,38BA,,
BROOKLYN/QUEENS,31AV,,
BROOKLYN/QUEENS,32AV,,
BROOKLYN/QUEENS,33AV,,
BROOKLYN/QUEENS,34AV,,
BROOKLYN/QUEENS,35AV,40,2018/6/20
BROOKLYN/QUEENS,36AV,60,2018/6/20
BROOKLYN/QUEENS,37AV,85,2018/6/20
BROOKLYN/QUEENS,38AV,205,2018/6/20
BROOKLYN/QUEENS,39AV,80,2018/6/20
BROOKLYN/QUEENS,40AV,140,2018/6/20
BROOKLYN/QUEENS,41AV,845,2018/6/20
BROOKLYN/QUEENS,42AV,425,2018/6/20
BROOKLYN/QUEENS,26BD,,
BROOKLYN/QUEENS,27BD,,
BROOKLYN/QUEENS,28BD,,
BROOKLYN/QUEENS,29BD,,
BROOKLYN/QUEENS,30BD,,
BROOKLYN/QUEENS,31BD,,
BROOKLYN/QUEENS,32BD,,
BROOKLYN/QUEENS,33BD,,
BROOKLYN/QUEENS,34BD,,
BROOKLYN/QUEENS,42AT,165,2018/6/20
BROOKLYN/QUEENS,29AU,,
BROOKLYN/QUEENS,30AU,,
BROOKLYN/QUEENS,31AU,,
BROOKLYN/QUEENS,32AU,,
BROOKLYN/QUEENS,33AU,140,2018/6/20
BROOKLYN/QUEENS,34AU,,
BROOKLYN/QUEENS,35AU,195,2018/6/20
BROOKLYN/QUEENS,36AU,,
BROOKLYN/QUEENS,37AU,340,2018/6/20
BROOKLYN/QUEENS,38AU,120,2018/6/20
BROOKLYN/QUEENS,39AU,75,2018/6/20
BROOKLYN/QUEENS,40AU,10,2018/6/20
BROOKLYN/QUEENS,41AU,250,2018/6/20
BROOKLYN/QUEENS,42AU,160,2018/6/20
BROOKLYN/QUEENS,27BC,70,2018/6/20
BROOKLYN/QUEENS,28BC,,
BROOKLYN/QUEENS,30AX,,
BROOKLYN/QUEENS,31AX,,
BROOKLYN/QUEENS,32AX,,
BROOKLYN/QUEENS,33AX,,
BROOKLYN/QUEENS,34AX,,
BROOKLYN/QUEENS,35AX,,
BROOKLYN/QUEENS,36AX,,
BROOKLYN/QUEENS,37AX,,
BROOKLYN/QUEENS,38AX,75,2018/6/20
BROOKLYN/QUEENS,39AX,285,2018/6/20
BROOKLYN/QUEENS,40AX,145,2018/6/20
BROOKLYN/QUEENS,41AX,1385,2018/6/20
BROOKLYN/QUEENS,28AW,,
BROOKLYN/QUEENS,29AW,,
BROOKLYN/QUEENS,30AW,,
BROOKLYN/QUEENS,31AW,,
BROOKLYN/QUEENS,32AW,,
BROOKLYN/QUEENS,33AW,,
BROOKLYN/QUEENS,34AW,,
BROOKLYN/QUEENS,35AW,,
BROOKLYN/QUEENS,36AW,,
BROOKLYN/QUEENS,37AW,,
BROOKLYN/QUEENS,38AW,115,2018/6/20
BROOKLYN/QUEENS,39AW,175,2018/6/20
BROOKLYN/QUEENS,40AW,140,2018/6/20
BROOKLYN/QUEENS,41AW,375,2018/6/20
BROOKLYN/QUEENS,25BH,,
BROOKLYN/QUEENS,26BH,,
BROOKLYN/QUEENS,27BH,,
BROOKLYN/QUEENS,28BH,,
BROOKLYN/QUEENS,29BH,,
BROOKLYN/QUEENS,30BH,,
BROOKLYN/QUEENS,31BH,,
BROOKLYN/QUEENS,32BH,175,2018/6/20
BROOKLYN/QUEENS,33BH,,
BROOKLYN/QUEENS,34BH,,
BROOKLYN/QUEENS,35BH,,
BROOKLYN/QUEENS,36BH,,
BROOKLYN/QUEENS,37BH,,
BROOKLYN/QUEENS,35AY,,
BROOKLYN/QUEENS,36AY,,
BROOKLYN/QUEENS,37AY,,
BROOKLYN/QUEENS,38AY,,
BROOKLYN/QUEENS,39AY,190,2018/6/20
BROOKLYN/QUEENS,40AY,130,2018/6/20
BROOKLYN/QUEENS,41AY,540,2018/6/20
BROOKLYN/QUEENS,26BG,,
BROOKLYN/QUEENS,27BG,,
BROOKLYN/QUEENS,28BG,,
BROOKLYN/QUEENS,29BG,,
BROOKLYN/QUEENS,30BG,,
BROOKLYN/QUEENS,36AT,,
BROOKLYN/QUEENS,37AT,445,2018/6/20
BROOKLYN/QUEENS,38AT,200,2018/6/20
BROOKLYN/QUEENS,39AT,55,2018/6/20
BROOKLYN/QUEENS,40AT,155,2018/6/20
BROOKLYN/QUEENS,41AT,50,2018/6/20
BROOKLYN/QUEENS,27BB,,
BROOKLYN/QUEENS,28BB,,
BROOKLYN/QUEENS,29BB,,
BROOKLYN/QUEENS,30BB,,
BROOKLYN/QUEENS,31BB,,
BROOKLYN/QUEENS,32BB,,
BROOKLYN/QUEENS,33BB,,
BROOKLYN/QUEENS,34BB,,
BROOKLYN/QUEENS,35BB,70,2018/6/20
BROOKLYN/QUEENS,36BB,,
BROOKLYN/QUEENS,37BB,,
BROOKLYN/QUEENS,38BB,,
BROOKLYN/QUEENS,39BB,,
BROOKLYN/QUEENS,40BB,40,2018/6/20
BROOKLYN/QUEENS,41BB,85,2018/6/20
BROOKLYN/QUEENS,36BJ,,
BROOKLYN/QUEENS,37BJ,25,2018/6/20
BROOKLYN/QUEENS,38BJ,95,2018/6/20
BROOKLYN/QUEENS,39BJ,45,2018/6/20
BROOKLYN/QUEENS,25BI,,
BROOKLYN/QUEENS,26BI,,
BROOKLYN/QUEENS,27BI,,
BROOKLYN/QUEENS,28BI,,
BROOKLYN/QUEENS,29BI,,
BROOKLYN/QUEENS,30BI,,
BROOKLYN/QUEENS,31BI,75,2018/6/20
BROOKLYN/QUEENS,32BI,65,2018/6/20
BROOKLYN/QUEENS,33BI,,
BROOKLYN/QUEENS,29BC,,
BROOKLYN/QUEENS,30BC,,
BROOKLYN/QUEENS,31BC,,
BROOKLYN/QUEENS,32BC,,
BROOKLYN/QUEENS,33BC,,
BROOKLYN/QUEENS,34BC,,
BROOKLYN/QUEENS,35BC,,
BROOKLYN/QUEENS,36BC,100,2018/6/20
BROOKLYN/QUEENS,37BC,65,2018/6/20
BROOKLYN/QUEENS,38BC,,
BROOKLYN/QUEENS,39BC,,
BROOKLYN/QUEENS,40BC,,
BROOKLYN/QUEENS,41BC,,
BROOKLYN/QUEENS,42AW,265,2018/6/20
BROOKLYN/QUEENS,26BE,,
BROOKLYN/QUEENS,27BE,,
BROOKLYN/QUEENS,28BE,,
BROOKLYN/QUEENS,29BE,,
BROOKLYN/QUEENS,30BE,,
BROOKLYN/QUEENS,31BE,,
BROOKLYN/QUEENS,32BE,,
BROOKLYN/QUEENS,33BE,,
BROOKLYN/QUEENS,34BE,35,2018/6/20
BROOKLYN/QUEENS,35BE,25,2018/6/20
BROOKLYN/QUEENS,36BE,,
BROOKLYN/QUEENS,37BE,,
BROOKLYN/QUEENS,38BE,,
BROOKLYN/QUEENS,39BE,,
BROOKLYN/QUEENS,40BE,30,2018/6/20
BROOKLYN/QUEENS,35BD,55,2018/6/20
BROOKLYN/QUEENS,36BD,175,2018/6/20
BROOKLYN/QUEENS,37BD,15,2018/6/20
BROOKLYN/QUEENS,38BD,,
BROOKLYN/QUEENS,39BD,,
BROOKLYN/QUEENS,40BD,,
BROOKLYN/QUEENS,25BK,,
BROOKLYN/QUEENS,26BK,,
BROOKLYN/QUEENS,27BK,,
BROOKLYN/QUEENS,31BG,60,2018/6/20
BROOKLYN/QUEENS,32BG,105,2018/6/20
BROOKLYN/QUEENS,33BG,,
BROOKLYN/QUEENS,34BG,40,2018/6/20
BROOKLYN/QUEENS,35BG,,
BROOKLYN/QUEENS,36BG,,
BROOKLYN/QUEENS,37BG,,
BROOKLYN/QUEENS,38BG,,
BROOKLYN/QUEENS,39BG,,
BROOKLYN/QUEENS,40BG,,
BROOKLYN/QUEENS,37BN,,
BROOKLYN/QUEENS,38BN,,
BROOKLYN/QUEENS,39BN,,
BROOKLYN/QUEENS,28BK,,
BROOKLYN/QUEENS,29BK,,
BROOKLYN/QUEENS,30BK,205,2018/6/20
BROOKLYN/QUEENS,31BK,40,2018/6/20
BROOKLYN/QUEENS,32BK,,
BROOKLYN/QUEENS,33BK,,
BROOKLYN/QUEENS,34BK,,
BROOKLYN/QUEENS,35BK,,
BROOKLYN/QUEENS,36BK,,
BROOKLYN/QUEENS,37BK,40,2018/6/20
BROOKLYN/QUEENS,38BK,15,2018/6/20
BROOKLYN/QUEENS,39BK,,
BROOKLYN/QUEENS,38BI,,
BROOKLYN/QUEENS,39BI,,
BROOKLYN/QUEENS,25BJ,,
BROOKLYN/QUEENS,26BJ,,
BROOKLYN/QUEENS,27BJ,,
BROOKLYN/QUEENS,28BJ,,
BROOKLYN/QUEENS,29BJ,,
BROOKLYN/QUEENS,30BJ,60,2018/6/20
BROOKLYN/QUEENS,31BJ,220,2018/6/20
BROOKLYN/QUEENS,32BJ,,
BROOKLYN/QUEENS,33BJ,,
BROOKLYN/QUEENS,34BJ,,
BROOKLYN/QUEENS,35BJ,,
BROOKLYN/QUEENS,26BF,,
BROOKLYN/QUEENS,27BF,,
BROOKLYN/QUEENS,28BF,,
BROOKLYN/QUEENS,29BF,,
BROOKLYN/QUEENS,30BF,,
BROOKLYN/QUEENS,31BF,,
BROOKLYN/QUEENS,32BF,75,2018/6/20
BROOKLYN/QUEENS,33BF,135,2018/6/20
BROOKLYN/QUEENS,34BF,120,2018/6/20
BROOKLYN/QUEENS,35BF,,
BROOKLYN/QUEENS,36BF,,
BROOKLYN/QUEENS,37BF,,
BROOKLYN/QUEENS,38BF,,
BROOKLYN/QUEENS,39BF,,
BROOKLYN/QUEENS,40BF,,
BROOKLYN/QUEENS,25BM,,
BROOKLYN/QUEENS,26BM,,
BROOKLYN/QUEENS,25BL,,
BROOKLYN/QUEENS,26BL,,
BROOKLYN/QUEENS,27BL,,
BROOKLYN/QUEENS,28BL,,
BROOKLYN/QUEENS,29BL,110,2018/6/20
BROOKLYN/QUEENS,30BL,65,2018/6/20
BROOKLYN/QUEENS,31BL,,
BROOKLYN/QUEENS,32BL,,
BROOKLYN/QUEENS,33BL,,
BROOKLYN/QUEENS,34BL,,
BROOKLYN/QUEENS,35BL,,
BROOKLYN/QUEENS,36BL,,
BROOKLYN/QUEENS,37BL,,
BROOKLYN/QUEENS,38BL,,
BROOKLYN/QUEENS,39BL,,
BROOKLYN/QUEENS,34BI,,
BROOKLYN/QUEENS,35BI,,
BROOKLYN/QUEENS,36BI,,
BROOKLYN/QUEENS,37BI,65,2018/6/20
BROOKLYN/QUEENS,30BN,,
BROOKLYN/QUEENS,31BN,,
BROOKLYN/QUEENS,32BN,,
BROOKLYN/QUEENS,33BN,,
BROOKLYN/QUEENS,34BN,,
BROOKLYN/QUEENS,35BN,,
BROOKLYN/QUEENS,36BN,,
BROOKLYN/QUEENS,27BM,,
BROOKLYN/QUEENS,28BM,,
BROOKLYN/QUEENS,29BM,,
BROOKLYN/QUEENS,30BM,,
BROOKLYN/QUEENS,31BM,,
BROOKLYN/QUEENS,32BM,,
BROOKLYN/QUEENS,33BM,,
BROOKLYN/QUEENS,34BM,,
BROOKLYN/QUEENS,35BM,,
BROOKLYN/QUEENS,36BM,,
BROOKLYN/QUEENS,37BM,,
BROOKLYN/QUEENS,38BM,,
BROOKLYN/QUEENS,39BM,,
BROOKLYN/QUEENS,28AV,,
BROOKLYN/QUEENS,29AV,,
BROOKLYN/QUEENS,30AV,,
BROOKLYN/QUEENS,38BH,,
BROOKLYN/QUEENS,39BH,,
BROOKLYN/QUEENS,40BH,,
BROOKLYN/QUEENS,24BM,,
BROOKLYN/QUEENS,30AZ,,
BROOKLYN/QUEENS,31AZ,,
BROOKLYN/QUEENS,32AZ,,
BROOKLYN/QUEENS,33AZ,,
BROOKLYN/QUEENS,34AZ,,
BROOKLYN/QUEENS,35AZ,,
BROOKLYN/QUEENS,36AZ,,
BROOKLYN/QUEENS,37AZ,,
BROOKLYN/QUEENS,38AZ,,
BROOKLYN/QUEENS,39AZ,,
BROOKLYN/QUEENS,40AZ,80,2018/6/20
BROOKLYN/QUEENS,41AZ,400,2018/6/20
BROOKLYN/QUEENS,30AY,,
BROOKLYN/QUEENS,31AY,,
BROOKLYN/QUEENS,32AY,,
BROOKLYN/QUEENS,33AY,,
BROOKLYN/QUEENS,34AY,,
BROOKLYN/QUEENS,28AT,,
BROOKLYN/QUEENS,29AT,,
BROOKLYN/QUEENS,30AT,,
BROOKLYN/QUEENS,31AT,,
BROOKLYN/QUEENS,32AT,,
BROOKLYN/QUEENS,33AT,,
BROOKLYN/QUEENS,34AT,,
BROOKLYN/QUEENS,35AT,,
BROOKLYN/QUEENS,14AC,,
BROOKLYN/QUEENS,15AA,,
BROOKLYN/QUEENS,15AB,,
BROOKLYN/QUEENS,15AC,,
BROOKLYN/QUEENS,17R,275,2018/6/20
BROOKLYN/QUEENS,17S,110,2018/6/20
BROOKLYN/QUEENS,17T,505,2018/6/20
BROOKLYN/QUEENS,16S,540,2018/6/20
BROOKLYN/QUEENS,16T,405,2018/6/20
BROOKLYN/QUEENS,16U,,
BROOKLYN/QUEENS,16V,,
BROOKLYN/QUEENS,16W,,
BROOKLYN/QUEENS,16X,,
BROOKLYN/QUEENS,16Y,,
BROOKLYN/QUEENS,16Z,,
BROOKLYN/QUEENS,17AA,,
BROOKLYN/QUEENS,17AB,,
BROOKLYN/QUEENS,17N,235,2018/6/20
BROOKLYN/QUEENS,17O,225,2018/6/20
BROOKLYN/QUEENS,17P,345,2018/6/20
BROOKLYN/QUEENS,17Q,280,2018/6/20
BROOKLYN/QUEENS,26N,345,2018/6/20
BROOKLYN/QUEENS,26O,540,2018/6/20
BROOKLYN/QUEENS,26P,360,2018/6/20
BROOKLYN/QUEENS,26Q,535,2018/6/20
BROOKLYN/QUEENS,26R,350,2018/6/20
BROOKLYN/QUEENS,26S,105,2018/6/20
BROOKLYN/QUEENS,26T,400,2018/6/20
BROOKLYN/QUEENS,26U,165,2018/6/20
BROOKLYN/QUEENS,26V,,
BROOKLYN/QUEENS,26W,,
BROOKLYN/QUEENS,26X,,
BROOKLYN/QUEENS,26Y,,
BROOKLYN/QUEENS,26Z,,
BROOKLYN/QUEENS,27AA,,
BROOKLYN/QUEENS,17U,,
BROOKLYN/QUEENS,17V,,
BROOKLYN/QUEENS,17W,65,2018/6/20
BROOKLYN/QUEENS,17X,365,2018/6/20
BROOKLYN/QUEENS,17Y,340,2018/6/20
BROOKLYN/QUEENS,17Z,,
BROOKLYN/QUEENS,18AA,,
BROOKLYN/QUEENS,18AB,,
BROOKLYN/QUEENS,18AC,,
BROOKLYN/QUEENS,18I,345,2018/6/20
BROOKLYN/QUEENS,18J,395,2018/6/20
BROOKLYN/QUEENS,18K,280,2018/6/20
BROOKLYN/QUEENS,18L,160,2018/6/20
BROOKLYN/QUEENS,18M,330,2018/6/20
BROOKLYN/QUEENS,18N,210,2018/6/20
BROOKLYN/QUEENS,21O,135,2018/6/20
BROOKLYN/QUEENS,21P,285,2018/6/20
BROOKLYN/QUEENS,21Q,360,2018/6/20
BROOKLYN/QUEENS,21R,420,2018/6/20
BROOKLYN/QUEENS,21S,255,2018/6/20
BROOKLYN/QUEENS,21T,520,2018/6/20
BROOKLYN/QUEENS,21U,80,2018/6/20
BROOKLYN/QUEENS,21V,,
BROOKLYN/QUEENS,21W,,
BROOKLYN/QUEENS,21X,85,2018/6/20
BROOKLYN/QUEENS,21Y,245,2018/6/20
BROOKLYN/QUEENS,21Z,,
BROOKLYN/QUEENS,22A,350,2018/6/20
BROOKLYN/QUEENS,22AA,185,2018/6/20
BROOKLYN/QUEENS,22AB,,
BROOKLYN/QUEENS,22AC,55,2018/6/20
BROOKLYN/QUEENS,22AD,365,2018/6/20
BROOKLYN/QUEENS,22AE,160,2018/6/20
BROOKLYN/QUEENS,22AF,160,2018/6/20
BROOKLYN/QUEENS,22AG,40,2018/6/20
BROOKLYN/QUEENS,22B,105,2018/6/20
BROOKLYN/QUEENS,22C,695,2018/6/20
BROOKLYN/QUEENS,22D,980,2018/6/20
BROOKLYN/QUEENS,22E,95,2018/6/20
BROOKLYN/QUEENS,18O,265,2018/6/20
BROOKLYN/QUEENS,18P,640,2018/6/20
BROOKLYN/QUEENS,18Q,780,2018/6/20
BROOKLYN/QUEENS,18R,255,2018/6/20
BROOKLYN/QUEENS,18S,120,2018/6/20
BROOKLYN/QUEENS,18T,155,2018/6/20
BROOKLYN/QUEENS,18U,,
BROOKLYN/QUEENS,18V,,
BROOKLYN/QUEENS,18W,90,2018/6/20
BROOKLYN/QUEENS,18X,165,2018/6/20
BROOKLYN/QUEENS,18Y,105,2018/6/20
BROOKLYN/QUEENS,18Z,,
BROOKLYN/QUEENS,19AA,,
BROOKLYN/QUEENS,19AB,,
BROOKLYN/QUEENS,19AC,,
BROOKLYN/QUEENS,19AD,,
BROOKLYN/QUEENS,19AE,145,2018/6/20
BROOKLYN/QUEENS,19AF,20,2018/6/20
BROOKLYN/QUEENS,19D,455,2018/6/20
BROOKLYN/QUEENS,19E,,
BROOKLYN/QUEENS,19F,180,2018/6/20
BROOKLYN/QUEENS,19G,325,2018/6/20
BROOKLYN/QUEENS,19H,195,2018/6/20
BROOKLYN/QUEENS,19I,355,2018/6/20
BROOKLYN/QUEENS,19J,285,2018/6/20
BROOKLYN/QUEENS,19K,360,2018/6/20
BROOKLYN/QUEENS,19L,220,2018/6/20
BROOKLYN/QUEENS,19M,215,2018/6/20
BROOKLYN/QUEENS,19N,,
BROOKLYN/QUEENS,19O,275,2018/6/20
BROOKLYN/QUEENS,19P,340,2018/6/20
BROOKLYN/QUEENS,19Q,165,2018/6/20
BROOKLYN/QUEENS,19R,300,2018/6/20
BROOKLYN/QUEENS,19S,395,2018/6/20
BROOKLYN/QUEENS,19T,80,2018/6/20
BROOKLYN/QUEENS,19U,,
BROOKLYN/QUEENS,19V,,
BROOKLYN/QUEENS,19W,,
BROOKLYN/QUEENS,19X,,
BROOKLYN/QUEENS,19Y,20,2018/6/20
BROOKLYN/QUEENS,19Z,70,2018/6/20
BROOKLYN/QUEENS,20A,220,2018/6/20
BROOKLYN/QUEENS,20AA,,
BROOKLYN/QUEENS,20AB,,
BROOKLYN/QUEENS,20AC,,
BROOKLYN/QUEENS,20AD,,
BROOKLYN/QUEENS,20AE,325,2018/6/20
BROOKLYN/QUEENS,20AF,280,2018/6/20
BROOKLYN/QUEENS,20B,370,2018/6/20
BROOKLYN/QUEENS,20C,485,2018/6/20
BROOKLYN/QUEENS,20D,305,2018/6/20
BROOKLYN/QUEENS,20E,,
BROOKLYN/QUEENS,20F,,
BROOKLYN/QUEENS,20G,285,2018/6/20
BROOKLYN/QUEENS,20H,260,2018/6/20
BROOKLYN/QUEENS,20I,460,2018/6/20
BROOKLYN/QUEENS,20J,175,2018/6/20
BROOKLYN/QUEENS,20K,375,2018/6/20
BROOKLYN/QUEENS,20L,140,2018/6/20
BROOKLYN/QUEENS,20M,70,2018/6/20
BROOKLYN/QUEENS,20N,220,2018/6/20
BROOKLYN/QUEENS,20O,345,2018/6/20
BROOKLYN/QUEENS,20P,685,2018/6/20
BROOKLYN/QUEENS,20Q,570,2018/6/20
BROOKLYN/QUEENS,20R,265,2018/6/20
BROOKLYN/QUEENS,20S,190,2018/6/20
BROOKLYN/QUEENS,20T,210,2018/6/20
BROOKLYN/QUEENS,20U,,
BROOKLYN/QUEENS,20V,,
BROOKLYN/QUEENS,20W,,
BROOKLYN/QUEENS,20X,55,2018/6/20
BROOKLYN/QUEENS,20Y,75,2018/6/20
BROOKLYN/QUEENS,20Z,25,2018/6/20
BROOKLYN/QUEENS,21A,235,2018/6/20
BROOKLYN/QUEENS,21AA,,
BROOKLYN/QUEENS,21AB,,
BROOKLYN/QUEENS,21AC,,
BROOKLYN/QUEENS,21AD,105,2018/6/20
BROOKLYN/QUEENS,21AE,365,2018/6/20
BROOKLYN/QUEENS,21AF,240,2018/6/20
BROOKLYN/QUEENS,21B,490,2018/6/20
BROOKLYN/QUEENS,21C,675,2018/6/20
BROOKLYN/QUEENS,21D,320,2018/6/20
BROOKLYN/QUEENS,21E,,
BROOKLYN/QUEENS,21F,,
BROOKLYN/QUEENS,21G,,
BROOKLYN/QUEENS,21H,425,2018/6/20
BROOKLYN/QUEENS,21I,330,2018/6/20
BROOKLYN/QUEENS,21J,540,2018/6/20
BROOKLYN/QUEENS,21K,425,2018/6/20
BROOKLYN/QUEENS,21L,340,2018/6/20
BROOKLYN/QUEENS,21M,305,2018/6/20
BROOKLYN/QUEENS,21N,590,2018/6/20
BROOKLYN/QUEENS,15X,,
BROOKLYN/QUEENS,15Y,,
BROOKLYN/QUEENS,15Z,,
BROOKLYN/QUEENS,16AA,,
BROOKLYN/QUEENS,16AB,,
BROOKLYN/QUEENS,16AC,,
BROOKLYN/QUEENS,25R,575,2018/6/20
BROOKLYN/QUEENS,25S,800,2018/6/20
BROOKLYN/QUEENS,25T,1110,2018/6/20
BROOKLYN/QUEENS,25U,275,2018/6/20
BROOKLYN/QUEENS,25V,265,2018/6/20
BROOKLYN/QUEENS,25W,240,2018/6/20
BROOKLYN/QUEENS,25X,,
BROOKLYN/QUEENS,25Y,,
BROOKLYN/QUEENS,25Z,,
BROOKLYN/QUEENS,26AA,480,2018/6/20
BROOKLYN/QUEENS,26AB,65,2018/6/20
BROOKLYN/QUEENS,26AC,,
BROOKLYN/QUEENS,26AD,175,2018/6/20
BROOKLYN/QUEENS,26AE,,
BROOKLYN/QUEENS,26AF,,
BROOKLYN/QUEENS,26AG,,
BROOKLYN/QUEENS,26AH,,
BROOKLYN/QUEENS,26B,80,2018/6/20
BROOKLYN/QUEENS,26C,315,2018/6/20
BROOKLYN/QUEENS,26D,555,2018/6/20
BROOKLYN/QUEENS,26E,740,2018/6/20
BROOKLYN/QUEENS,26F,125,2018/6/20
BROOKLYN/QUEENS,26G,445,2018/6/20
BROOKLYN/QUEENS,26H,860,2018/6/20
BROOKLYN/QUEENS,26I,355,2018/6/20
BROOKLYN/QUEENS,22U,70,2018/6/20
BROOKLYN/QUEENS,22V,,
BROOKLYN/QUEENS,22W,,
BROOKLYN/QUEENS,22X,,
BROOKLYN/QUEENS,22Y,380,2018/6/20
BROOKLYN/QUEENS,22Z,195,2018/6/20
BROOKLYN/QUEENS,23A,175,2018/6/20
BROOKLYN/QUEENS,23AA,175,2018/6/20
BROOKLYN/QUEENS,23AB,95,2018/6/20
BROOKLYN/QUEENS,23AC,,
BROOKLYN/QUEENS,23AD,220,2018/6/20
BROOKLYN/QUEENS,23AE,145,2018/6/20
BROOKLYN/QUEENS,23AF,20,2018/6/20
BROOKLYN/QUEENS,23AG,40,2018/6/20
BROOKLYN/QUEENS,23AH,,
BROOKLYN/QUEENS,23B,170,2018/6/20
BROOKLYN/QUEENS,23C,365,2018/6/20
BROOKLYN/QUEENS,23D,465,2018/6/20
BROOKLYN/QUEENS,23E,330,2018/6/20
BROOKLYN/QUEENS,23F,,
BROOKLYN/QUEENS,23G,,
BROOKLYN/QUEENS,23H,,
BROOKLYN/QUEENS,23I,290,2018/6/20
BROOKLYN/QUEENS,23J,510,2018/6/20
BROOKLYN/QUEENS,23K,320,2018/6/20
BROOKLYN/QUEENS,26J,335,2018/6/20
BROOKLYN/QUEENS,26K,660,2018/6/20
BROOKLYN/QUEENS,26L,710,2018/6/20
BROOKLYN/QUEENS,26M,610,2018/6/20
BROOKLYN/QUEENS,28T,170,2018/6/20
BROOKLYN/QUEENS,28U,390,2018/6/20
BROOKLYN/QUEENS,28V,165,2018/6/20
BROOKLYN/QUEENS,28W,265,2018/6/20
BROOKLYN/QUEENS,28X,685,2018/6/20
BROOKLYN/QUEENS,28Y,350,2018/6/20
BROOKLYN/QUEENS,28Z,510,2018/6/20
BROOKLYN/QUEENS,29AA,1865,2018/6/20
BROOKLYN/QUEENS,29AB,300,2018/6/20
BROOKLYN/QUEENS,29AC,500,2018/6/20
