Borough,NAID,Network Area Hosting Capacity (kVA),Updated Date
BROOKLYN/QUEENS,60V,240,2018/6/20
BROOKLYN/QUEENS,60W,1235,2018/6/20
BROOKLYN/QUEENS,60Z,1460,2018/6/20
BROOKLYN/QUEENS,61Z,1995,2018/6/20
BROOKLYN/QUEENS,62Z,30,2018/6/20
BROOKLYN/QUEENS,63Z,1570,2018/6/20
BROOKLYN/QUEENS,64Z,415,2018/6/20
BROOKLYN/QUEENS,65Z,710,2018/6/20
BROOKLYN/QUEENS,66Z,305,2018/6/20
BROOKLYN/QUEENS,67Z,445,2018/6/20
BROOKLYN/QUEENS,65Y,555,2018/6/20
BROOKLYN/QUEENS,66Y,460,2018/6/20
BROOKLYN/QUEENS,67Y,285,2018/6/20
BROOKLYN/QUEENS,56Z,90,2018/6/20
BROOKLYN/QUEENS,57Z,60,2018/6/20
BROOKLYN/QUEENS,58Z,235,2018/6/20
BROOKLYN/QUEENS,59Z,260,2018/6/20
BROOKLYN/QUEENS,52AA,,
BROOKLYN/QUEENS,54AA,,
BROOKLYN/QUEENS,55AA,,
BROOKLYN/QUEENS,56AA,,
BROOKLYN/QUEENS,58AA,60,2018/6/20
BROOKLYN/QUEENS,59AA,580,2018/6/20
BROOKLYN/QUEENS,60AA,790,2018/6/20
BROOKLYN/QUEENS,61AA,1095,2018/6/20
BROOKLYN/QUEENS,62AA,65,2018/6/20
BROOKLYN/QUEENS,63AA,25,2018/6/20
BROOKLYN/QUEENS,64AA,765,2018/6/20
BROOKLYN/QUEENS,65AA,445,2018/6/20
BROOKLYN/QUEENS,66AA,370,2018/6/20
BROOKLYN/QUEENS,60U,100,2018/6/20
BROOKLYN/QUEENS,60V,240,2018/6/20
BROOKLYN/QUEENS,59W,315,2018/6/20
BROOKLYN/QUEENS,58X,,
BROOKLYN/QUEENS,56Y,,
BROOKLYN/QUEENS,55Z,130,2018/6/20
BROOKLYN/QUEENS,61U,450,2018/6/20
BROOKLYN/QUEENS,62U,160,2018/6/20
BROOKLYN/QUEENS,61V,620,2018/6/20
BROOKLYN/QUEENS,62V,1465,2018/6/20
BROOKLYN/QUEENS,63V,710,2018/6/20
BROOKLYN/QUEENS,64V,,
BROOKLYN/QUEENS,60W,1235,2018/6/20
BROOKLYN/QUEENS,61W,570,2018/6/20
BROOKLYN/QUEENS,62W,895,2018/6/20
BROOKLYN/QUEENS,63W,760,2018/6/20
BROOKLYN/QUEENS,64W,330,2018/6/20
BROOKLYN/QUEENS,65W,155,2018/6/20
BROOKLYN/QUEENS,59X,,
BROOKLYN/QUEENS,60X,685,2018/6/20
BROOKLYN/QUEENS,61X,25,2018/6/20
BROOKLYN/QUEENS,62X,940,2018/6/20
BROOKLYN/QUEENS,63X,675,2018/6/20
BROOKLYN/QUEENS,64X,505,2018/6/20
BROOKLYN/QUEENS,65X,505,2018/6/20
BROOKLYN/QUEENS,66X,70,2018/6/20
BROOKLYN/QUEENS,67X,,
BROOKLYN/QUEENS,57Y,125,2018/6/20
BROOKLYN/QUEENS,58Y,55,2018/6/20
BROOKLYN/QUEENS,59Y,165,2018/6/20
BROOKLYN/QUEENS,60Y,230,2018/6/20
BROOKLYN/QUEENS,61Y,520,2018/6/20
BROOKLYN/QUEENS,62Y,620,2018/6/20
BROOKLYN/QUEENS,63Y,1870,2018/6/20
BROOKLYN/QUEENS,64Y,1140,2018/6/20
BROOKLYN/QUEENS,52AE,100,2018/6/20
BROOKLYN/QUEENS,53AE,670,2018/6/20
BROOKLYN/QUEENS,54AE,180,2018/6/20
BROOKLYN/QUEENS,55AE,30,2018/6/20
BROOKLYN/QUEENS,56AE,,
BROOKLYN/QUEENS,57AE,840,2018/6/20
BROOKLYN/QUEENS,58AE,,
BROOKLYN/QUEENS,59AE,,
BROOKLYN/QUEENS,60AE,395,2018/6/20
BROOKLYN/QUEENS,61AE,655,2018/6/20
BROOKLYN/QUEENS,62AE,250,2018/6/20
BROOKLYN/QUEENS,60AG,400,2018/6/20
BROOKLYN/QUEENS,61AG,690,2018/6/20
BROOKLYN/QUEENS,62AG,465,2018/6/20
BROOKLYN/QUEENS,63AG,170,2018/6/20
BROOKLYN/QUEENS,64AG,30,2018/6/20
BROOKLYN/QUEENS,65AG,100,2018/6/20
BROOKLYN/QUEENS,66AG,170,2018/6/20
BROOKLYN/QUEENS,52AC,100,2018/6/20
BROOKLYN/QUEENS,53AC,35,2018/6/20
BROOKLYN/QUEENS,54AC,,
BROOKLYN/QUEENS,55AC,,
BROOKLYN/QUEENS,56AC,140,2018/6/20
BROOKLYN/QUEENS,57AC,135,2018/6/20
BROOKLYN/QUEENS,58AC,310,2018/6/20
BROOKLYN/QUEENS,59AC,565,2018/6/20
BROOKLYN/QUEENS,60AC,870,2018/6/20
BROOKLYN/QUEENS,61AC,700,2018/6/20
BROOKLYN/QUEENS,62AC,160,2018/6/20
BROOKLYN/QUEENS,63AC,130,2018/6/20
BROOKLYN/QUEENS,64AC,335,2018/6/20
BROOKLYN/QUEENS,65AC,870,2018/6/20
BROOKLYN/QUEENS,66AC,320,2018/6/20
BROOKLYN/QUEENS,51AH,,
BROOKLYN/QUEENS,52AH,,
BROOKLYN/QUEENS,53AH,225,2018/6/20
BROOKLYN/QUEENS,54AH,175,2018/6/20
BROOKLYN/QUEENS,55AH,215,2018/6/20
BROOKLYN/QUEENS,56AH,15,2018/6/20
BROOKLYN/QUEENS,57AH,250,2018/6/20
BROOKLYN/QUEENS,58AH,120,2018/6/20
BROOKLYN/QUEENS,59AH,280,2018/6/20
BROOKLYN/QUEENS,60AH,220,2018/6/20
BROOKLYN/QUEENS,61AH,565,2018/6/20
BROOKLYN/QUEENS,62AH,315,2018/6/20
BROOKLYN/QUEENS,63AH,340,2018/6/20
BROOKLYN/QUEENS,64AH,110,2018/6/20
BROOKLYN/QUEENS,65AH,185,2018/6/20
BROOKLYN/QUEENS,51AG,,
BROOKLYN/QUEENS,52AG,,
BROOKLYN/QUEENS,53AG,225,2018/6/20
BROOKLYN/QUEENS,54AG,85,2018/6/20
BROOKLYN/QUEENS,55AG,210,2018/6/20
BROOKLYN/QUEENS,56AG,100,2018/6/20
BROOKLYN/QUEENS,57AG,135,2018/6/20
BROOKLYN/QUEENS,58AG,160,2018/6/20
BROOKLYN/QUEENS,52AB,,
BROOKLYN/QUEENS,53AB,,
BROOKLYN/QUEENS,54AB,,
BROOKLYN/QUEENS,55AB,100,2018/6/20
BROOKLYN/QUEENS,56AB,15,2018/6/20
BROOKLYN/QUEENS,57AB,,
BROOKLYN/QUEENS,58AB,200,2018/6/20
BROOKLYN/QUEENS,59AB,450,2018/6/20
BROOKLYN/QUEENS,60AB,500,2018/6/20
BROOKLYN/QUEENS,61AB,575,2018/6/20
BROOKLYN/QUEENS,62AB,195,2018/6/20
BROOKLYN/QUEENS,63AB,250,2018/6/20
BROOKLYN/QUEENS,64AB,735,2018/6/20
BROOKLYN/QUEENS,65AB,505,2018/6/20
BROOKLYN/QUEENS,66AB,510,2018/6/20
BROOKLYN/QUEENS,52AD,200,2018/6/20
BROOKLYN/QUEENS,53AD,230,2018/6/20
BROOKLYN/QUEENS,54AD,100,2018/6/20
BROOKLYN/QUEENS,55AD,,
BROOKLYN/QUEENS,56AD,,
BROOKLYN/QUEENS,58AD,70,2018/6/20
BROOKLYN/QUEENS,59AD,85,2018/6/20
BROOKLYN/QUEENS,60AD,610,2018/6/20
BROOKLYN/QUEENS,61AD,630,2018/6/20
BROOKLYN/QUEENS,62AD,105,2018/6/20
BROOKLYN/QUEENS,63AD,320,2018/6/20
BROOKLYN/QUEENS,64AD,310,2018/6/20
BROOKLYN/QUEENS,65AD,370,2018/6/20
BROOKLYN/QUEENS,66AD,640,2018/6/20
BROOKLYN/QUEENS,59AG,350,2018/6/20
BROOKLYN/QUEENS,51AJ,50,2018/6/20
BROOKLYN/QUEENS,52AJ,125,2018/6/20
BROOKLYN/QUEENS,53AJ,,
BROOKLYN/QUEENS,54AJ,,
BROOKLYN/QUEENS,55AJ,40,2018/6/20
BROOKLYN/QUEENS,56AJ,155,2018/6/20
BROOKLYN/QUEENS,57AJ,320,2018/6/20
BROOKLYN/QUEENS,58AJ,495,2018/6/20
BROOKLYN/QUEENS,59AJ,525,2018/6/20
BROOKLYN/QUEENS,60AJ,1910,2018/6/20
BROOKLYN/QUEENS,61AJ,955,2018/6/20
BROOKLYN/QUEENS,62AJ,440,2018/6/20
BROOKLYN/QUEENS,63AJ,600,2018/6/20
BROOKLYN/QUEENS,64AJ,125,2018/6/20
BROOKLYN/QUEENS,65AJ,275,2018/6/20
BROOKLYN/QUEENS,50AL,220,2018/6/20
BROOKLYN/QUEENS,51AL,60,2018/6/20
BROOKLYN/QUEENS,52AL,265,2018/6/20
BROOKLYN/QUEENS,53AL,230,2018/6/20
BROOKLYN/QUEENS,54AL,160,2018/6/20
BROOKLYN/QUEENS,55AL,195,2018/6/20
BROOKLYN/QUEENS,56AL,1070,2018/6/20
BROOKLYN/QUEENS,57AL,520,2018/6/20
BROOKLYN/QUEENS,58AL,235,2018/6/20
BROOKLYN/QUEENS,59AL,550,2018/6/20
BROOKLYN/QUEENS,60AL,680,2018/6/20
BROOKLYN/QUEENS,61AL,695,2018/6/20
BROOKLYN/QUEENS,62AL,270,2018/6/20
BROOKLYN/QUEENS,63AL,800,2018/6/20
BROOKLYN/QUEENS,64AL,325,2018/6/20
BROOKLYN/QUEENS,65AL,215,2018/6/20
BROOKLYN/QUEENS,50AM,45,2018/6/20
BROOKLYN/QUEENS,51AM,190,2018/6/20
BROOKLYN/QUEENS,52AM,255,2018/6/20
BROOKLYN/QUEENS,53AM,140,2018/6/20
BROOKLYN/QUEENS,51AI,,
BROOKLYN/QUEENS,52AI,,
BROOKLYN/QUEENS,53AI,,
BROOKLYN/QUEENS,54AI,175,2018/6/20
BROOKLYN/QUEENS,55AI,240,2018/6/20
BROOKLYN/QUEENS,56AI,135,2018/6/20
BROOKLYN/QUEENS,57AI,90,2018/6/20
BROOKLYN/QUEENS,58AI,155,2018/6/20
BROOKLYN/QUEENS,59AI,500,2018/6/20
BROOKLYN/QUEENS,60AI,690,2018/6/20
BROOKLYN/QUEENS,61AI,1220,2018/6/20
BROOKLYN/QUEENS,62AI,475,2018/6/20
BROOKLYN/QUEENS,63AI,605,2018/6/20
BROOKLYN/QUEENS,64AI,95,2018/6/20
BROOKLYN/QUEENS,65AI,370,2018/6/20
BROOKLYN/QUEENS,63AE,605,2018/6/20
BROOKLYN/QUEENS,64AE,200,2018/6/20
BROOKLYN/QUEENS,65AE,100,2018/6/20
BROOKLYN/QUEENS,66AE,335,2018/6/20
BROOKLYN/QUEENS,51AF,115,2018/6/20
BROOKLYN/QUEENS,52AF,240,2018/6/20
BROOKLYN/QUEENS,53AF,250,2018/6/20
BROOKLYN/QUEENS,54AF,60,2018/6/20
BROOKLYN/QUEENS,55AF,10,2018/6/20
BROOKLYN/QUEENS,56AF,20,2018/6/20
BROOKLYN/QUEENS,57AF,285,2018/6/20
BROOKLYN/QUEENS,58AF,,
BROOKLYN/QUEENS,59AF,420,2018/6/20
BROOKLYN/QUEENS,60AF,85,2018/6/20
BROOKLYN/QUEENS,61AF,570,2018/6/20
BROOKLYN/QUEENS,62AF,225,2018/6/20
BROOKLYN/QUEENS,63AF,200,2018/6/20
BROOKLYN/QUEENS,64AF,270,2018/6/20
BROOKLYN/QUEENS,65AF,415,2018/6/20
BROOKLYN/QUEENS,66AF,240,2018/6/20
BROOKLYN/QUEENS,50AO,345,2018/6/20
BROOKLYN/QUEENS,51AK,85,2018/6/20
BROOKLYN/QUEENS,52AK,220,2018/6/20
BROOKLYN/QUEENS,53AK,125,2018/6/20
BROOKLYN/QUEENS,54AK,,
BROOKLYN/QUEENS,55AK,210,2018/6/20
BROOKLYN/QUEENS,56AK,400,2018/6/20
BROOKLYN/QUEENS,57AK,435,2018/6/20
BROOKLYN/QUEENS,58AK,640,2018/6/20
BROOKLYN/QUEENS,59AK,845,2018/6/20
BROOKLYN/QUEENS,60AK,560,2018/6/20
BROOKLYN/QUEENS,61AK,810,2018/6/20
BROOKLYN/QUEENS,62AK,310,2018/6/20
BROOKLYN/QUEENS,63AK,685,2018/6/20
BROOKLYN/QUEENS,64AK,65,2018/6/20
BROOKLYN/QUEENS,65AK,230,2018/6/20
BROOKLYN/QUEENS,52AQ,395,2018/6/20
BROOKLYN/QUEENS,53AQ,780,2018/6/20
BROOKLYN/QUEENS,54AQ,375,2018/6/20
BROOKLYN/QUEENS,55AQ,395,2018/6/20
BROOKLYN/QUEENS,56AQ,455,2018/6/20
BROOKLYN/QUEENS,57AQ,185,2018/6/20
BROOKLYN/QUEENS,58AQ,70,2018/6/20
BROOKLYN/QUEENS,59AQ,190,2018/6/20
BROOKLYN/QUEENS,60AQ,,
BROOKLYN/QUEENS,61AQ,170,2018/6/20
BROOKLYN/QUEENS,62AQ,45,2018/6/20
BROOKLYN/QUEENS,63AQ,35,2018/6/20
BROOKLYN/QUEENS,50AN,60,2018/6/20
BROOKLYN/QUEENS,51AN,50,2018/6/20
BROOKLYN/QUEENS,52AN,185,2018/6/20
BROOKLYN/QUEENS,53AN,370,2018/6/20
BROOKLYN/QUEENS,54AN,805,2018/6/20
BROOKLYN/QUEENS,55AN,1570,2018/6/20
BROOKLYN/QUEENS,56AN,790,2018/6/20
BROOKLYN/QUEENS,57AN,235,2018/6/20
BROOKLYN/QUEENS,58AN,285,2018/6/20
BROOKLYN/QUEENS,49AR,625,2018/6/20
BROOKLYN/QUEENS,50AR,845,2018/6/20
BROOKLYN/QUEENS,51AR,35,2018/6/20
BROOKLYN/QUEENS,52AR,90,2018/6/20
BROOKLYN/QUEENS,49AS,655,2018/6/20
BROOKLYN/QUEENS,54AM,175,2018/6/20
BROOKLYN/QUEENS,55AM,440,2018/6/20
BROOKLYN/QUEENS,56AM,530,2018/6/20
BROOKLYN/QUEENS,57AM,165,2018/6/20
BROOKLYN/QUEENS,58AM,205,2018/6/20
BROOKLYN/QUEENS,59AM,530,2018/6/20
BROOKLYN/QUEENS,60AM,365,2018/6/20
BROOKLYN/QUEENS,61AM,1030,2018/6/20
BROOKLYN/QUEENS,62AM,620,2018/6/20
BROOKLYN/QUEENS,63AM,430,2018/6/20
BROOKLYN/QUEENS,64AM,135,2018/6/20
BROOKLYN/QUEENS,59AN,325,2018/6/20
BROOKLYN/QUEENS,60AN,375,2018/6/20
BROOKLYN/QUEENS,61AN,270,2018/6/20
BROOKLYN/QUEENS,62AN,565,2018/6/20
BROOKLYN/QUEENS,63AN,655,2018/6/20
BROOKLYN/QUEENS,64AN,100,2018/6/20
BROOKLYN/QUEENS,58AP,290,2018/6/20
BROOKLYN/QUEENS,59AP,135,2018/6/20
BROOKLYN/QUEENS,60AP,345,2018/6/20
BROOKLYN/QUEENS,61AP,380,2018/6/20
BROOKLYN/QUEENS,62AP,465,2018/6/20
BROOKLYN/QUEENS,63AP,320,2018/6/20
BROOKLYN/QUEENS,64AP,50,2018/6/20
BROOKLYN/QUEENS,50AS,190,2018/6/20
BROOKLYN/QUEENS,51AS,10,2018/6/20
BROOKLYN/QUEENS,52AS,,
BROOKLYN/QUEENS,57AS,,
BROOKLYN/QUEENS,61AS,135,2018/6/20
BROOKLYN/QUEENS,62AS,0,2018/6/20
BROOKLYN/QUEENS,63AS,20,2018/6/20
BROOKLYN/QUEENS,50AQ,1435,2018/6/20
BROOKLYN/QUEENS,51AQ,880,2018/6/20
BROOKLYN/QUEENS,53AR,210,2018/6/20
BROOKLYN/QUEENS,54AR,75,2018/6/20
BROOKLYN/QUEENS,55AR,,
BROOKLYN/QUEENS,56AR,,
BROOKLYN/QUEENS,57AR,,
BROOKLYN/QUEENS,58AR,120,2018/6/20
BROOKLYN/QUEENS,61AR,130,2018/6/20
BROOKLYN/QUEENS,62AR,30,2018/6/20
BROOKLYN/QUEENS,64AR,50,2018/6/20
BROOKLYN/QUEENS,51AO,330,2018/6/20
BROOKLYN/QUEENS,52AO,455,2018/6/20
BROOKLYN/QUEENS,53AO,1045,2018/6/20
BROOKLYN/QUEENS,54AO,770,2018/6/20
BROOKLYN/QUEENS,55AO,810,2018/6/20
BROOKLYN/QUEENS,56AO,740,2018/6/20
BROOKLYN/QUEENS,57AO,515,2018/6/20
BROOKLYN/QUEENS,58AO,185,2018/6/20
BROOKLYN/QUEENS,59AO,375,2018/6/20
BROOKLYN/QUEENS,60AO,575,2018/6/20
BROOKLYN/QUEENS,61AO,625,2018/6/20
BROOKLYN/QUEENS,62AO,435,2018/6/20
BROOKLYN/QUEENS,63AO,480,2018/6/20
BROOKLYN/QUEENS,64AO,95,2018/6/20
BROOKLYN/QUEENS,50AP,95,2018/6/20
BROOKLYN/QUEENS,51AP,515,2018/6/20
BROOKLYN/QUEENS,52AP,1020,2018/6/20
BROOKLYN/QUEENS,53AP,605,2018/6/20
BROOKLYN/QUEENS,54AP,415,2018/6/20
BROOKLYN/QUEENS,55AP,215,2018/6/20
BROOKLYN/QUEENS,56AP,430,2018/6/20
BROOKLYN/QUEENS,57AP,200,2018/6/20
BROOKLYN/QUEENS,54AU,,
BROOKLYN/QUEENS,55AU,55,2018/6/20
BROOKLYN/QUEENS,56AU,,
BROOKLYN/QUEENS,57AU,45,2018/6/20
BROOKLYN/QUEENS,58AU,120,2018/6/20
BROOKLYN/QUEENS,59AU,125,2018/6/20
BROOKLYN/QUEENS,60AU,350,2018/6/20
BROOKLYN/QUEENS,61AU,590,2018/6/20
BROOKLYN/QUEENS,62AU,1300,2018/6/20
BROOKLYN/QUEENS,63AU,1115,2018/6/20
BROOKLYN/QUEENS,49AT,125,2018/6/20
BROOKLYN/QUEENS,51AT,,
BROOKLYN/QUEENS,52AT,65,2018/6/20
BROOKLYN/QUEENS,53AT,,
BROOKLYN/QUEENS,57AT,25,2018/6/20
BROOKLYN/QUEENS,58AT,55,2018/6/20
BROOKLYN/QUEENS,59AT,,
BROOKLYN/QUEENS,60AT,70,2018/6/20
BROOKLYN/QUEENS,61AT,165,2018/6/20
BROOKLYN/QUEENS,62AT,495,2018/6/20
BROOKLYN/QUEENS,63AT,,
BROOKLYN/QUEENS,47BP,,
BROOKLYN/QUEENS,47BQ,,
BROOKLYN/QUEENS,47BR,,
BROOKLYN/QUEENS,47BS,,
BROOKLYN/QUEENS,48BT,,
BROOKLYN/QUEENS,50BU,,
BROOKLYN/QUEENS,50AS,190,2018/6/20
BROOKLYN/QUEENS,51AS,10,2018/6/20
BROOKLYN/QUEENS,52AS,,
BROOKLYN/QUEENS,57AS,,
BROOKLYN/QUEENS,48BA,,
BROOKLYN/QUEENS,49BA,,
BROOKLYN/QUEENS,50BA,,
BROOKLYN/QUEENS,51BA,,
BROOKLYN/QUEENS,50BS,,
BROOKLYN/QUEENS,51BS,,
BROOKLYN/QUEENS,52BS,,
BROOKLYN/QUEENS,53BS,,
BROOKLYN/QUEENS,54BS,,
BROOKLYN/QUEENS,55BS,,
BROOKLYN/QUEENS,56BS,,
BROOKLYN/QUEENS,57BS,,
BROOKLYN/QUEENS,58BS,,
BROOKLYN/QUEENS,59BS,,
BROOKLYN/QUEENS,49BT,,
BROOKLYN/QUEENS,50BT,,
BROOKLYN/QUEENS,52AZ,45,2018/6/20
BROOKLYN/QUEENS,53AZ,220,2018/6/20
BROOKLYN/QUEENS,54AZ,120,2018/6/20
BROOKLYN/QUEENS,55AZ,,
BROOKLYN/QUEENS,56AZ,,
BROOKLYN/QUEENS,57AZ,,
BROOKLYN/QUEENS,58AZ,,
BROOKLYN/QUEENS,59AZ,,
BROOKLYN/QUEENS,60AZ,40,2018/6/20
BROOKLYN/QUEENS,61AZ,40,2018/6/20
BROOKLYN/QUEENS,62AZ,180,2018/6/20
BROOKLYN/QUEENS,63AZ,180,2018/6/20
BROOKLYN/QUEENS,55BQ,,
BROOKLYN/QUEENS,56BQ,,
BROOKLYN/QUEENS,57BQ,,
BROOKLYN/QUEENS,58BQ,45,2018/6/20
BROOKLYN/QUEENS,59BQ,20,2018/6/20
BROOKLYN/QUEENS,60BQ,,
BROOKLYN/QUEENS,47BH,310,2018/6/20
BROOKLYN/QUEENS,48BH,210,2018/6/20
BROOKLYN/QUEENS,48BR,,
BROOKLYN/QUEENS,49BR,,
BROOKLYN/QUEENS,50BR,,
BROOKLYN/QUEENS,51BR,,
BROOKLYN/QUEENS,52BR,,
BROOKLYN/QUEENS,53BR,,
BROOKLYN/QUEENS,54BR,,
BROOKLYN/QUEENS,55BR,,
BROOKLYN/QUEENS,56BR,,
BROOKLYN/QUEENS,57BR,,
BROOKLYN/QUEENS,58BR,,
BROOKLYN/QUEENS,59BR,,
BROOKLYN/QUEENS,48BS,,
BROOKLYN/QUEENS,49BS,,
BROOKLYN/QUEENS,51BT,,
BROOKLYN/QUEENS,52BT,,
BROOKLYN/QUEENS,53BT,,
BROOKLYN/QUEENS,54BT,,
BROOKLYN/QUEENS,55BT,,
BROOKLYN/QUEENS,56BT,,
BROOKLYN/QUEENS,57BT,,
BROOKLYN/QUEENS,51BU,,
BROOKLYN/QUEENS,52BU,,
BROOKLYN/QUEENS,53BU,,
BROOKLYN/QUEENS,54BU,,
BROOKLYN/QUEENS,55BU,,
BROOKLYN/QUEENS,49BH,,
BROOKLYN/QUEENS,50BH,,
BROOKLYN/QUEENS,51BH,,
BROOKLYN/QUEENS,52BH,,
BROOKLYN/QUEENS,53BH,35,2018/6/20
BROOKLYN/QUEENS,54BH,,
BROOKLYN/QUEENS,55BH,,
BROOKLYN/QUEENS,56BH,,
BROOKLYN/QUEENS,57BH,75,2018/6/20
BROOKLYN/QUEENS,58BH,105,2018/6/20
BROOKLYN/QUEENS,59BH,110,2018/6/20
BROOKLYN/QUEENS,60BH,230,2018/6/20
BROOKLYN/QUEENS,61BH,610,2018/6/20
BROOKLYN/QUEENS,48BP,,
BROOKLYN/QUEENS,49BP,,
BROOKLYN/QUEENS,50BP,,
BROOKLYN/QUEENS,51BP,30,2018/6/20
BROOKLYN/QUEENS,52BP,,
BROOKLYN/QUEENS,51AU,110,2018/6/20
BROOKLYN/QUEENS,52AU,130,2018/6/20
BROOKLYN/QUEENS,53AU,100,2018/6/20
BROOKLYN/QUEENS,54AU,,
BROOKLYN/QUEENS,55AU,55,2018/6/20
BROOKLYN/QUEENS,56AU,,
BROOKLYN/QUEENS,57AU,45,2018/6/20
BROOKLYN/QUEENS,58AU,120,2018/6/20
BROOKLYN/QUEENS,59AU,125,2018/6/20
BROOKLYN/QUEENS,60AU,350,2018/6/20
BROOKLYN/QUEENS,61AU,590,2018/6/20
BROOKLYN/QUEENS,62AU,1300,2018/6/20
BROOKLYN/QUEENS,63AU,1115,2018/6/20
BROOKLYN/QUEENS,64AU,530,2018/6/20
BROOKLYN/QUEENS,51BC,120,2018/6/20
BROOKLYN/QUEENS,52BC,30,2018/6/20
BROOKLYN/QUEENS,53BC,85,2018/6/20
BROOKLYN/QUEENS,54BC,100,2018/6/20
BROOKLYN/QUEENS,55BC,,
BROOKLYN/QUEENS,56BC,,
BROOKLYN/QUEENS,49AT,125,2018/6/20
BROOKLYN/QUEENS,51AT,,
BROOKLYN/QUEENS,52AT,65,2018/6/20
BROOKLYN/QUEENS,53AT,,
BROOKLYN/QUEENS,57AT,25,2018/6/20
BROOKLYN/QUEENS,58AT,55,2018/6/20
BROOKLYN/QUEENS,59AT,,
BROOKLYN/QUEENS,60AT,70,2018/6/20
BROOKLYN/QUEENS,61AT,165,2018/6/20
BROOKLYN/QUEENS,62AT,495,2018/6/20
BROOKLYN/QUEENS,63AT,,
BROOKLYN/QUEENS,64AT,20,2018/6/20
BROOKLYN/QUEENS,49AW,190,2018/6/20
BROOKLYN/QUEENS,50AW,195,2018/6/20
BROOKLYN/QUEENS,51AW,300,2018/6/20
BROOKLYN/QUEENS,52AW,90,2018/6/20
BROOKLYN/QUEENS,53AW,75,2018/6/20
BROOKLYN/QUEENS,54AW,745,2018/6/20
BROOKLYN/QUEENS,55AW,,
BROOKLYN/QUEENS,56AW,130,2018/6/20
BROOKLYN/QUEENS,57AW,60,2018/6/20
BROOKLYN/QUEENS,58AW,115,2018/6/20
BROOKLYN/QUEENS,59AW,35,2018/6/20
BROOKLYN/QUEENS,60AW,1070,2018/6/20
BROOKLYN/QUEENS,61AW,845,2018/6/20
BROOKLYN/QUEENS,62AW,795,2018/6/20
BROOKLYN/QUEENS,63AW,640,2018/6/20
BROOKLYN/QUEENS,49AX,150,2018/6/20
BROOKLYN/QUEENS,49AV,90,2018/6/20
BROOKLYN/QUEENS,50AV,240,2018/6/20
BROOKLYN/QUEENS,51AV,260,2018/6/20
BROOKLYN/QUEENS,52AV,110,2018/6/20
BROOKLYN/QUEENS,53AV,235,2018/6/20
BROOKLYN/QUEENS,54AV,150,2018/6/20
BROOKLYN/QUEENS,55AV,65,2018/6/20
BROOKLYN/QUEENS,56AV,170,2018/6/20
BROOKLYN/QUEENS,57AV,190,2018/6/20
BROOKLYN/QUEENS,58AV,1380,2018/6/20
BROOKLYN/QUEENS,47BG,,
BROOKLYN/QUEENS,48BG,45,2018/6/20
BROOKLYN/QUEENS,49BG,,
BROOKLYN/QUEENS,51BG,,
BROOKLYN/QUEENS,53BG,,
BROOKLYN/QUEENS,55BG,,
BROOKLYN/QUEENS,56BG,,
BROOKLYN/QUEENS,57BG,,
BROOKLYN/QUEENS,58BG,20,2018/6/20
BROOKLYN/QUEENS,59BG,,
BROOKLYN/QUEENS,60BG,65,2018/6/20
BROOKLYN/QUEENS,61BG,280,2018/6/20
BROOKLYN/QUEENS,48AZ,30,2018/6/20
BROOKLYN/QUEENS,49AZ,80,2018/6/20
BROOKLYN/QUEENS,50AZ,,
BROOKLYN/QUEENS,51AZ,530,2018/6/20
BROOKLYN/QUEENS,54AX,90,2018/6/20
BROOKLYN/QUEENS,55AX,120,2018/6/20
BROOKLYN/QUEENS,56AX,35,2018/6/20
BROOKLYN/QUEENS,57AX,,
BROOKLYN/QUEENS,58AX,,
BROOKLYN/QUEENS,59AX,175,2018/6/20
BROOKLYN/QUEENS,60AX,,
BROOKLYN/QUEENS,61AX,585,2018/6/20
BROOKLYN/QUEENS,62AX,150,2018/6/20
BROOKLYN/QUEENS,63AX,520,2018/6/20
BROOKLYN/QUEENS,47BF,,
BROOKLYN/QUEENS,48BF,,
BROOKLYN/QUEENS,49BF,,
BROOKLYN/QUEENS,51BF,,
BROOKLYN/QUEENS,52BF,,
BROOKLYN/QUEENS,49AY,115,2018/6/20
BROOKLYN/QUEENS,50AY,55,2018/6/20
BROOKLYN/QUEENS,52BA,,
BROOKLYN/QUEENS,53BA,,
BROOKLYN/QUEENS,54BA,,
BROOKLYN/QUEENS,55BA,,
BROOKLYN/QUEENS,56BA,,
BROOKLYN/QUEENS,57BA,,
BROOKLYN/QUEENS,58BA,,
BROOKLYN/QUEENS,59BA,,
BROOKLYN/QUEENS,60BA,,
BROOKLYN/QUEENS,61BA,160,2018/6/20
BROOKLYN/QUEENS,62BA,250,2018/6/20
BROOKLYN/QUEENS,57BC,,
BROOKLYN/QUEENS,58BC,,
BROOKLYN/QUEENS,59BC,55,2018/6/20
BROOKLYN/QUEENS,60BC,65,2018/6/20
BROOKLYN/QUEENS,61BC,70,2018/6/20
BROOKLYN/QUEENS,62BC,125,2018/6/20
BROOKLYN/QUEENS,48BB,,
BROOKLYN/QUEENS,49BB,415,2018/6/20
BROOKLYN/QUEENS,50BB,120,2018/6/20
BROOKLYN/QUEENS,51BB,5,2018/6/20
BROOKLYN/QUEENS,52BB,,
BROOKLYN/QUEENS,53BB,,
BROOKLYN/QUEENS,54BB,180,2018/6/20
BROOKLYN/QUEENS,55BB,,
BROOKLYN/QUEENS,56BB,,
BROOKLYN/QUEENS,57BB,,
