,ID,Borough,NAID,Network Area Hosting Capacity (kVA),Updated Date,LongRef,LatRef,Lat,Long,Zip,ZCTA
250,335,MANHATTAN,38F,370,2018-06-20 00:00:00,38,F,40.78144791,73.97145796,10024,10024
251,323,MANHATTAN,37E,450,2018-06-20 00:00:00,37,E,40.78093593,73.97657176,10024,10024
252,375,MANHATTAN,42C,455,2018-06-20 00:00:00,42,C,40.79417931,73.9764102,10024,10024
253,332,MANHATTAN,38C,460,2018-06-20 00:00:00,38,C,40.78602655,73.98234686,10024,10024
254,321,MANHATTAN,37C,465,2018-06-20 00:00:00,37,C,40.78398836,73.98383102,10024,10024
255,368,MANHATTAN,41F,470,2018-06-20 00:00:00,41,F,40.78756248,73.96700547,10024,10024
256,347,MANHATTAN,39F,475,2018-06-20 00:00:00,39,F,40.7834861,73.9699738,10024,10024
257,365,MANHATTAN,41C,560,2018-06-20 00:00:00,41,C,40.79214112,73.97789437,10024,10024
258,358,MANHATTAN,40F,595,2018-06-20 00:00:00,40,F,40.78552429,73.96848963,10024,10024
259,357,MANHATTAN,40E,735,2018-06-20 00:00:00,40,E,40.7870505,73.97211926,10024,10024
260,344,MANHATTAN,39C,750,2018-06-20 00:00:00,39,C,40.78806474,73.9808627,10024,10024
261,346,MANHATTAN,39E,965,2018-06-20 00:00:00,39,E,40.78501231,73.97360343,10024,10024
262,355,MANHATTAN,40C,1000,2018-06-20 00:00:00,40,C,40.79010293,73.97937853,10024,10024
263,367,MANHATTAN,41E,1275,2018-06-20 00:00:00,41,E,40.78908869,73.9706351,10024,10024
264,345,MANHATTAN,39D,1435,2018-06-20 00:00:00,39,D,40.78653853,73.97723306,10024,10024
265,356,MANHATTAN,40D,1665,2018-06-20 00:00:00,40,D,40.78857671,73.9757489,10024,10024
266,366,MANHATTAN,41D,2015,2018-06-20 00:00:00,41,D,40.7906149,73.97426473,10024,10024
267,322,MANHATTAN,37D,2160,2018-06-20 00:00:00,37,D,40.78246215,73.98020139,10024,10024
268,334,MANHATTAN,38E,2160,2018-06-20 00:00:00,38,E,40.78297412,73.97508759,10024,10024
269,333,MANHATTAN,38D,2170,2018-06-20 00:00:00,38,D,40.78450034,73.97871723,10024,10024
270,395,MANHATTAN,44F,265,2018-06-20 00:00:00,44,F,40.79367704,73.96255297,10025,10025
271,378,MANHATTAN,42F,345,2018-06-20 00:00:00,42,F,40.78960067,73.9655213,10025,10025
272,410,MANHATTAN,46C,390,2018-06-20 00:00:00,46,C,40.80233206,73.97047355,10025,10025
273,404,MANHATTAN,45F,410,2018-06-20 00:00:00,45,F,40.79571523,73.96106881,10025,10025
274,392,MANHATTAN,44C,435,2018-06-20 00:00:00,44,C,40.79825568,73.97344187,10025,10025
275,401,MANHATTAN,45C,465,2018-06-20 00:00:00,45,C,40.80029387,73.97195771,10025,10025
276,413,MANHATTAN,46F,520,2018-06-20 00:00:00,46,F,40.79775342,73.95958465,10025,10025
277,387,MANHATTAN,43F,550,2018-06-20 00:00:00,43,F,40.79163885,73.96403714,10025,10025
278,384,MANHATTAN,43C,620,2018-06-20 00:00:00,43,C,40.79621749,73.97492604,10025,10025
279,420,MANHATTAN,47D,660,2018-06-20 00:00:00,47,D,40.80284404,73.96535975,10025,10025
280,412,MANHATTAN,46E,685,2018-06-20 00:00:00,46,E,40.79927963,73.96321428,10025,10025
281,419,MANHATTAN,47C,690,2018-06-20 00:00:00,47,C,40.80437025,73.96898938,10025,10025
282,403,MANHATTAN,45E,740,2018-06-20 00:00:00,45,E,40.79724145,73.96469844,10025,10025
283,438,MANHATTAN,49C,900,2018-06-20 00:00:00,49,C,40.80844663,73.96602105,10025,10025
284,394,MANHATTAN,44E,1040,2018-06-20 00:00:00,44,E,40.79520326,73.96618261,10025,10025
285,377,MANHATTAN,42E,1095,2018-06-20 00:00:00,42,E,40.79112688,73.96915094,10025,10025
286,421,MANHATTAN,47E,1200,2018-06-20 00:00:00,47,E,40.80131782,73.96173011,10025,10025
287,411,MANHATTAN,46D,1240,2018-06-20 00:00:00,46,D,40.80080585,73.96684391,10025,10025
288,402,MANHATTAN,45D,1350,2018-06-20 00:00:00,45,D,40.79876766,73.96832808,10025,10025
289,386,MANHATTAN,43E,1470,2018-06-20 00:00:00,43,E,40.79316507,73.96766677,10025,10025
290,385,MANHATTAN,43D,1490,2018-06-20 00:00:00,43,D,40.79469128,73.9712964,10025,10025
291,376,MANHATTAN,42D,1500,2018-06-20 00:00:00,42,D,40.79265309,73.97278057,10025,10025
292,393,MANHATTAN,44D,1583,2018-06-20 00:00:00,44,D,40.79672947,73.96981224,10025,10025
293,430,MANHATTAN,48D,1975,2018-06-20 00:00:00,48,D,40.80488223,73.96387558,10025,10025
294,423,MANHATTAN,47G,60,2018-06-20 00:00:00,47,G,40.7982654,73.95447085,10026,10026
295,422,MANHATTAN,47F,390,2018-06-20 00:00:00,47,F,40.79979161,73.95810048,10026,10026
296,424,MANHATTAN,47H,390,2018-06-20 00:00:00,47,H,40.79673918,73.95084121,10026,10026
297,441,MANHATTAN,49F,655,2018-06-20 00:00:00,49,F,40.80386799,73.95513215,10026,10026
298,432,MANHATTAN,48F,695,2018-06-20 00:00:00,48,F,40.8018298,73.95661632,10026,10026
299,453,MANHATTAN,50H,750,2018-06-20 00:00:00,50,H,40.80285375,73.94638872,10026,10026
300,442,MANHATTAN,49G,770,2018-06-20 00:00:00,49,G,40.80234177,73.95150252,10026,10026
301,451,MANHATTAN,50F,895,2018-06-20 00:00:00,50,F,40.80590618,73.95364799,10026,10026
302,452,MANHATTAN,50G,960,2018-06-20 00:00:00,50,G,40.80437996,73.95001836,10026,10026
303,434,MANHATTAN,48H,1045,2018-06-20 00:00:00,48,H,40.79877737,73.94935705,10026,10026
304,433,MANHATTAN,48G,1300,2018-06-20 00:00:00,48,G,40.80030359,73.95298668,10026,10026
305,443,MANHATTAN,49H,1450,2018-06-20 00:00:00,49,H,40.80081556,73.94787289,10026,10026
306,482,MANHATTAN,53H,215,2018-06-20 00:00:00,53,H,40.80896832,73.94193623,10027,10027
307,460,MANHATTAN,51E,235,2018-06-20 00:00:00,51,E,40.80947058,73.95579346,10027,10027
308,467,MANHATTAN,52C,255,2018-06-20 00:00:00,52,C,40.81456119,73.96156856,10027,10027
309,496,MANHATTAN,55E,325,2018-06-20 00:00:00,55,E,40.81762333,73.9498568,10027,10027
310,479,MANHATTAN,53E,330,2018-06-20 00:00:00,53,E,40.81354696,73.95282513,10027,10027
311,440,MANHATTAN,49E,360,2018-06-20 00:00:00,49,E,40.8053942,73.95876179,10027,10027
312,431,MANHATTAN,48E,370,2018-06-20 00:00:00,48,E,40.80335601,73.96024595,10027,10027
313,461,MANHATTAN,51F,430,2018-06-20 00:00:00,51,F,40.80794437,73.95216382,10027,10027
314,469,MANHATTAN,52E,440,2018-06-20 00:00:00,52,E,40.81150877,73.95430929,10027,10027
315,489,MANHATTAN,54F,495,2018-06-20 00:00:00,54,F,40.81405893,73.94771133,10027,10027
316,490,MANHATTAN,54G,560,2018-06-20 00:00:00,54,G,40.81253272,73.9440817,10027,10027
317,477,MANHATTAN,53C,575,2018-06-20 00:00:00,53,C,40.81659938,73.9600844,10027,10027
318,478,MANHATTAN,53D,630,2018-06-20 00:00:00,53,D,40.81507317,73.95645476,10027,10027
319,458,MANHATTAN,51C,635,2018-06-20 00:00:00,51,C,40.81252301,73.96305272,10027,10027
320,462,MANHATTAN,51G,680,2018-06-20 00:00:00,51,G,40.80641815,73.94853419,10027,10027
321,472,MANHATTAN,52H,680,2018-06-20 00:00:00,52,H,40.80693013,73.94342039,10027,10027
322,480,MANHATTAN,53F,745,2018-06-20 00:00:00,53,F,40.81202074,73.9491955,10027,10027
323,448,MANHATTAN,50C,990,2018-06-20 00:00:00,50,C,40.81048482,73.96453689,10027,10027
324,468,MANHATTAN,52D,1115,2018-06-20 00:00:00,52,D,40.81303498,73.95793893,10027,10027
325,487,MANHATTAN,54D,1120,2018-06-20 00:00:00,54,D,40.81711136,73.9549706,10027,10027
326,459,MANHATTAN,51D,1150,2018-06-20 00:00:00,51,D,40.81099679,73.95942309,10027,10027
327,450,MANHATTAN,50E,1155,2018-06-20 00:00:00,50,E,40.80743239,73.95727762,10027,10027
328,481,MANHATTAN,53G,1260,2018-06-20 00:00:00,53,G,40.81049453,73.94556586,10027,10027
329,486,MANHATTAN,54C,1285,2018-06-20 00:00:00,54,C,40.81863757,73.95860023,10027,10027
330,470,MANHATTAN,52F,1575,2018-06-20 00:00:00,52,F,40.80998255,73.95067966,10027,10027
331,471,MANHATTAN,52G,1755,2018-06-20 00:00:00,52,G,40.80845634,73.94705003,10027,10027
332,449,MANHATTAN,50D,2525,2018-06-20 00:00:00,50,D,40.8089586,73.96090726,10027,10027
333,439,MANHATTAN,49D,2580,2018-06-20 00:00:00,49,D,40.80692041,73.96239142,10027,10027
334,359,MANHATTAN,40H,370,2018-06-20 00:00:00,40,H,40.78247186,73.96123036,10028,10028
335,352,MANHATTAN,39L,1070,2018-06-20 00:00:00,39,L,40.77432882,73.948196,10028,10028
336,362,MANHATTAN,40K,1495,2018-06-20 00:00:00,40,K,40.77789322,73.95034146,10028,10028
337,351,MANHATTAN,39K,1650,2018-06-20 00:00:00,39,K,40.77585503,73.95182563,10028,10028
338,341,MANHATTAN,38L,1700,2018-06-20 00:00:00,38,L,40.77229063,73.94968016,10028,10028
339,338,MANHATTAN,38I,1790,2018-06-20 00:00:00,38,I,40.77686927,73.96056906,10028,10028
340,350,MANHATTAN,39J,2130,2018-06-20 00:00:00,39,J,40.77738125,73.95545526,10028,10028
341,360,MANHATTAN,40I,2310,2018-06-20 00:00:00,40,I,40.78094565,73.95760073,10028,10028
342,339,MANHATTAN,38J,2335,2018-06-20 00:00:00,38,J,40.77534306,73.95693943,10028,10028
343,361,MANHATTAN,40J,3155,2018-06-20 00:00:00,40,J,40.77941943,73.9539711,10028,10028
344,428,MANHATTAN,47L,125,2018-06-20 00:00:00,47,L,40.79063433,73.93632268,10029,10029
345,409,MANHATTAN,45L,210,2018-06-20 00:00:00,45,L,40.78655795,73.93929101,10029,10029
346,414,MANHATTAN,46H,250,2018-06-20 00:00:00,46,H,40.79470099,73.95232538,10029,10029
347,400,MANHATTAN,44L,260,2018-06-20 00:00:00,44,L,40.78451976,73.94077517,10029,10029
348,425,MANHATTAN,47I,390,2018-06-20 00:00:00,47,I,40.79521297,73.94721158,10029,10029
349,416,MANHATTAN,46J,410,2018-06-20 00:00:00,46,J,40.79164857,73.94506611,10029,10029
350,436,MANHATTAN,48J,425,2018-06-20 00:00:00,48,J,40.79572495,73.94209778,10029,10029
351,391,MANHATTAN,43K,475,2018-06-20 00:00:00,43,K,40.78400779,73.94588897,10029,10029
352,437,MANHATTAN,48K,545,2018-06-20 00:00:00,48,K,40.79419873,73.93846815,10029,10029
353,398,MANHATTAN,44J,571,2018-06-20 00:00:00,44,J,40.78757219,73.94803444,10029,10029
354,426,MANHATTAN,47J,625,2018-06-20 00:00:00,47,J,40.79368676,73.94358195,10029,10029
355,444,MANHATTAN,49I,645,2018-06-20 00:00:00,49,I,40.79928935,73.94424325,10029,10029
356,406,MANHATTAN,45I,785,2018-06-20 00:00:00,45,I,40.79113659,73.95017991,10029,10029
357,407,MANHATTAN,45J,815,2018-06-20 00:00:00,45,J,40.78961038,73.94655028,10029,10029
358,435,MANHATTAN,48I,850,2018-06-20 00:00:00,48,I,40.79725116,73.94572742,10029,10029
359,445,MANHATTAN,49J,860,2018-06-20 00:00:00,49,J,40.79776313,73.94061362,10029,10029
360,383,MANHATTAN,42L,900,2018-06-20 00:00:00,42,L,40.78044339,73.9437435,10029,10029
361,408,MANHATTAN,45K,940,2018-06-20 00:00:00,45,K,40.78808417,73.94292064,10029,10029
362,415,MANHATTAN,46I,945,2018-06-20 00:00:00,46,I,40.79317478,73.94869575,10029,10029
363,389,MANHATTAN,43I,970,2018-06-20 00:00:00,43,I,40.78706021,73.95314824,10029,10029
364,417,MANHATTAN,46K,1010,2018-06-20 00:00:00,46,K,40.79012235,73.94143648,10029,10029
365,446,MANHATTAN,49K,1055,2018-06-20 00:00:00,49,K,40.79623692,73.93698399,10029,10029
366,427,MANHATTAN,47K,1220,2018-06-20 00:00:00,47,K,40.79216054,73.93995231,10029,10029
367,399,MANHATTAN,44K,1540,2018-06-20 00:00:00,44,K,40.78604598,73.94440481,10029,10029
368,397,MANHATTAN,44I,2975,2018-06-20 00:00:00,44,I,40.7890984,73.95166407,10029,10029
369,504,MANHATTAN,56F,285,2018-06-20 00:00:00,56,F,40.81813531,73.944743,10030,10030
370,505,MANHATTAN,56G,565,2018-06-20 00:00:00,56,G,40.8166091,73.94111337,10030,10030
371,511,MANHATTAN,57F,830,2018-06-20 00:00:00,57,F,40.8201735,73.94325884,10030,10030
372,498,MANHATTAN,55G,835,2018-06-20 00:00:00,55,G,40.81457091,73.94259753,10030,10030
373,497,MANHATTAN,55F,980,2018-06-20 00:00:00,55,F,40.81609712,73.94622717,10030,10030
374,517,MANHATTAN,58F,1000,2018-06-20 00:00:00,58,F,40.82221169,73.94177468,10030,10030
375,518,MANHATTAN,58G,1215,2018-06-20 00:00:00,58,G,40.82068547,73.93814504,10030,10030
376,512,MANHATTAN,57G,1330,2018-06-20 00:00:00,57,G,40.81864729,73.93962921,10030,10030
377,527,MANHATTAN,60E,245,2018-06-20 00:00:00,60,E,40.82781428,73.94243598,10031,10031
378,488,MANHATTAN,54E,430,2018-06-20 00:00:00,54,E,40.81558515,73.95134097,10031,10031
379,514,MANHATTAN,58C,445,2018-06-20 00:00:00,58,C,40.82679033,73.95266358,10031,10031
380,520,MANHATTAN,59C,450,2018-06-20 00:00:00,59,C,40.82882852,73.95117941,10031,10031
381,525,MANHATTAN,60C,515,2018-06-20 00:00:00,60,C,40.83086671,73.94969525,10031,10031
382,516,MANHATTAN,58E,570,2018-06-20 00:00:00,58,E,40.8237379,73.94540431,10031,10031
383,501,MANHATTAN,56C,600,2018-06-20 00:00:00,56,C,40.82271395,73.9556319,10031,10031
384,509,MANHATTAN,57D,660,2018-06-20 00:00:00,57,D,40.82322593,73.95051811,10031,10031
385,494,MANHATTAN,55C,715,2018-06-20 00:00:00,55,C,40.82067576,73.95711607,10031,10031
386,502,MANHATTAN,56D,745,2018-06-20 00:00:00,56,D,40.82118774,73.95200227,10031,10031
387,521,MANHATTAN,59D,755,2018-06-20 00:00:00,59,D,40.8273023,73.94754978,10031,10031
388,503,MANHATTAN,56E,770,2018-06-20 00:00:00,56,E,40.81966152,73.94837264,10031,10031
389,522,MANHATTAN,59E,790,2018-06-20 00:00:00,59,E,40.82577609,73.94392014,10031,10031
390,526,MANHATTAN,60D,810,2018-06-20 00:00:00,60,D,40.82934049,73.94606561,10031,10031
391,515,MANHATTAN,58D,900,2018-06-20 00:00:00,58,D,40.82526411,73.94903394,10031,10031
392,508,MANHATTAN,57C,960,2018-06-20 00:00:00,57,C,40.82475214,73.95414774,10031,10031
393,510,MANHATTAN,57E,1085,2018-06-20 00:00:00,57,E,40.82169971,73.94688847,10031,10031
394,495,MANHATTAN,55D,1255,2018-06-20 00:00:00,55,D,40.81914955,73.95348643,10031,10031
395,547,MANHATTAN,65C,5730,2018-06-20 00:00:00,65,C,40.84105765,73.94227443,10031,10031
396,549,MANHATTAN,65E,60,2018-06-20 00:00:00,65,E,40.83800522,73.93501516,10032,10032
397,530,MANHATTAN,61C,100,2018-06-20 00:00:00,61,C,40.83290489,73.94821108,10032,10032
398,541,MANHATTAN,63E,110,2018-06-20 00:00:00,63,E,40.83392885,73.93798349,10032,10032
399,546,MANHATTAN,65B,125,2018-06-20 00:00:00,65,B,40.84258386,73.94590406,10032,10032
400,553,MANHATTAN,67B,220,2018-06-20 00:00:00,67,B,40.84666024,73.94293573,10032,10032
401,545,MANHATTAN,64E,255,2018-06-20 00:00:00,64,E,40.83596703,73.93649932,10032,10032
402,537,MANHATTAN,62E,270,2018-06-20 00:00:00,62,E,40.83189066,73.93946765,10032,10032
403,543,MANHATTAN,64C,305,2018-06-20 00:00:00,64,C,40.83901946,73.94375859,10032,10032
404,532,MANHATTAN,61E,310,2018-06-20 00:00:00,61,E,40.82985247,73.94095182,10032,10032
405,531,MANHATTAN,61D,575,2018-06-20 00:00:00,61,D,40.83137868,73.94458145,10032,10032
406,536,MANHATTAN,62D,580,2018-06-20 00:00:00,62,D,40.83341687,73.94309729,10032,10032
407,551,MANHATTAN,66C,600,2018-06-20 00:00:00,66,C,40.84309584,73.94079026,10032,10032
408,552,MANHATTAN,66D,660,2018-06-20 00:00:00,66,D,40.84156963,73.93716063,10032,10032
409,539,MANHATTAN,63C,790,2018-06-20 00:00:00,63,C,40.83698127,73.94524275,10032,10032
410,544,MANHATTAN,64D,860,2018-06-20 00:00:00,64,D,40.83749325,73.94012896,10032,10032
411,535,MANHATTAN,62C,890,2018-06-20 00:00:00,62,C,40.83494308,73.94672692,10032,10032
412,540,MANHATTAN,63D,950,2018-06-20 00:00:00,63,D,40.83545506,73.94161312,10032,10032
413,550,MANHATTAN,66B,1110,2018-06-20 00:00:00,66,B,40.84462205,73.9444199,10032,10032
414,548,MANHATTAN,65D,2505,2018-06-20 00:00:00,65,D,40.83953144,73.93864479,10032,10032
415,559,MANHATTAN,69A,100,2018-06-20 00:00:00,69,A,40.85226283,73.94359704,10033,10033
416,577,MANHATTAN,75A,145,2018-06-20 00:00:00,75,A,40.86449197,73.93469205,10033,10033
417,563,MANHATTAN,70B,275,2018-06-20 00:00:00,70,B,40.85277481,73.93848324,10033,10033
418,564,MANHATTAN,70C,410,2018-06-20 00:00:00,70,C,40.85124859,73.9348536,10033,10033
419,554,MANHATTAN,67C,425,2018-06-20 00:00:00,67,C,40.84513403,73.9393061,10033,10033
420,568,MANHATTAN,71D,570,2018-06-20 00:00:00,71,D,40.85176057,73.92973981,10033,10033
421,558,MANHATTAN,68D,630,2018-06-20 00:00:00,68,D,40.845646,73.9341923,10033,10033
422,565,MANHATTAN,70D,660,2018-06-20 00:00:00,70,D,40.84972238,73.93122397,10033,10033
423,555,MANHATTAN,67D,715,2018-06-20 00:00:00,67,D,40.84360781,73.93567646,10033,10033
424,567,MANHATTAN,71C,720,2018-06-20 00:00:00,71,C,40.85328678,73.93336944,10033,10033
425,560,MANHATTAN,69B,760,2018-06-20 00:00:00,69,B,40.85073662,73.9399674,10033,10033
426,557,MANHATTAN,68C,765,2018-06-20 00:00:00,68,C,40.84717222,73.93782193,10033,10033
427,562,MANHATTAN,69D,790,2018-06-20 00:00:00,69,D,40.84768419,73.93270814,10033,10033
428,566,MANHATTAN,71B,825,2018-06-20 00:00:00,71,B,40.854813,73.93699907,10033,10033
429,561,MANHATTAN,69C,1660,2018-06-20 00:00:00,69,C,40.84921041,73.93633777,10033,10033
430,584,MANHATTAN,76E,10,2018-06-20 00:00:00,76,E,40.8604253,73.91868935,10034,10034
431,599,MANHATTAN,81E,40,2018-06-20 00:00:00,81,E,40.87061625,73.91126853,10034,10034
432,597,MANHATTAN,81C,80,2018-06-20 00:00:00,81,C,40.87366867,73.9185278,10034,10034
433,592,MANHATTAN,79C,95,2018-06-20 00:00:00,79,C,40.86959229,73.92149613,10034,10034
434,596,MANHATTAN,80E,95,2018-06-20 00:00:00,80,E,40.86857806,73.9127527,10034,10034
435,589,MANHATTAN,78B,125,2018-06-20 00:00:00,78,B,40.86908032,73.92660992,10034,10034
436,578,MANHATTAN,75B,135,2018-06-20 00:00:00,75,B,40.86296575,73.93106242,10034,10034
437,595,MANHATTAN,80D,175,2018-06-20 00:00:00,80,D,40.87010427,73.91638233,10034,10034
438,588,MANHATTAN,77E,220,2018-06-20 00:00:00,77,E,40.86246349,73.91720519,10034,10034
439,580,MANHATTAN,75D,300,2018-06-20 00:00:00,75,D,40.85991333,73.92380315,10034,10034
440,594,MANHATTAN,80C,335,2018-06-20 00:00:00,80,C,40.87163048,73.92001196,10034,10034
441,585,MANHATTAN,77B,345,2018-06-20 00:00:00,77,B,40.86704213,73.92809409,10034,10034
442,581,MANHATTAN,76B,380,2018-06-20 00:00:00,76,B,40.86500394,73.92957825,10034,10034
443,583,MANHATTAN,76D,450,2018-06-20 00:00:00,76,D,40.86195151,73.92231899,10034,10034
444,590,MANHATTAN,78C,560,2018-06-20 00:00:00,78,C,40.86755411,73.92298029,10034,10034
445,586,MANHATTAN,77C,640,2018-06-20 00:00:00,77,C,40.86551592,73.92446446,10034,10034
446,591,MANHATTAN,78D,700,2018-06-20 00:00:00,78,D,40.86602789,73.91935066,10034,10034
447,593,MANHATTAN,79D,785,2018-06-20 00:00:00,79,D,40.86806608,73.91786649,10034,10034
448,587,MANHATTAN,77D,925,2018-06-20 00:00:00,77,D,40.8639897,73.92083482,10034,10034
449,598,MANHATTAN,81D,1130,2018-06-20 00:00:00,81,D,40.87214246,73.91489817,10034,10034
450,534,MANHATTAN,61G,90,2018-06-20 00:00:00,61,G,40.82680004,73.93369255,10035,10035
451,447,MANHATTAN,49L,130,2018-06-20 00:00:00,49,L,40.79471071,73.93335435,10035,10035
452,485,MANHATTAN,53K,135,2018-06-20 00:00:00,53,K,40.80438968,73.93104733,10035,10035
453,466,MANHATTAN,51L,185,2018-06-20 00:00:00,51,L,40.79878709,73.93038602,10035,10035
454,475,MANHATTAN,52K,270,2018-06-20 00:00:00,52,K,40.80235149,73.93253149,10035,10035
455,476,MANHATTAN,52N,295,2018-06-20 00:00:00,52,N,40.79777285,73.92164259,10035,10035
456,484,MANHATTAN,53J,320,2018-06-20 00:00:00,53,J,40.80591589,73.93467696,10035,10035
457,418,MANHATTAN,46L,325,2018-06-20 00:00:00,46,L,40.78859614,73.93780685,10035,10035
458,456,MANHATTAN,50K,405,2018-06-20 00:00:00,50,K,40.79827511,73.93549982,10035,10035
459,542,MANHATTAN,63F,470,2018-06-20 00:00:00,63,F,40.83240263,73.93435385,10035,10035
460,454,MANHATTAN,50I,555,2018-06-20 00:00:00,50,I,40.80132754,73.94275909,10035,10035
461,474,MANHATTAN,52J,600,2018-06-20 00:00:00,52,J,40.8038777,73.93616113,10035,10035
462,396,MANHATTAN,44H,620,2018-06-20 00:00:00,44,H,40.79062462,73.95529371,10035,10035
463,465,MANHATTAN,51K,675,2018-06-20 00:00:00,51,K,40.8003133,73.93401566,10035,10035
464,483,MANHATTAN,53I,730,2018-06-20 00:00:00,53,I,40.8074421,73.9383066,10035,10035
465,473,MANHATTAN,52I,860,2018-06-20 00:00:00,52,I,40.80540391,73.93979076,10035,10035
466,463,MANHATTAN,51I,955,2018-06-20 00:00:00,51,I,40.80336573,73.94127492,10035,10035
467,464,MANHATTAN,51J,1060,2018-06-20 00:00:00,51,J,40.80183951,73.93764529,10035,10035
468,455,MANHATTAN,50J,1120,2018-06-20 00:00:00,50,J,40.79980132,73.93912946,10035,10035
469,457,MANHATTAN,50L,1385,2018-06-20 00:00:00,50,L,40.7967489,73.93187019,10035,10035
470,390,MANHATTAN,43J,1965,2018-06-20 00:00:00,43,J,40.785534,73.9495186,10035,10035
471,348,MANHATTAN,39H,2080,2018-06-20 00:00:00,39,H,40.78043367,73.96271453,10035,10035
472,337,MANHATTAN,38H,2255,2018-06-20 00:00:00,38,H,40.77839548,73.96419869,10035,10035
473,215,MANHATTAN,27C,245,2018-06-20 00:00:00,27,C,40.76360647,73.99867267,10036,10036
474,216,MANHATTAN,27D,1180,2018-06-20 00:00:00,27,D,40.76208026,73.99504303,10036,10036
475,217,MANHATTAN,27E,1520,2018-06-20 00:00:00,27,E,40.76055405,73.9914134,10036,10036
476,206,MANHATTAN,26D,2530,2018-06-20 00:00:00,26,D,40.76004207,73.9965272,10036,10036
477,205,MANHATTAN,26C,2690,2018-06-20 00:00:00,26,C,40.76156828,74.00015683,10036,10036
478,207,MANHATTAN,26E,2730,2018-06-20 00:00:00,26,E,40.75851586,73.99289756,10036,10036
479,218,MANHATTAN,27F,4581,2018-06-20 00:00:00,27,F,40.75902783,73.98778377,10036,10036
480,210,MANHATTAN,26H,5405,2018-06-20 00:00:00,26,H,40.75393722,73.98200866,10036,10036
481,227,MANHATTAN,28F,5905,2018-06-20 00:00:00,28,F,40.76106602,73.9862996,10036,10036
482,219,MANHATTAN,27G,7405,2018-06-20 00:00:00,27,G,40.75750162,73.98415413,10036,10036
483,220,MANHATTAN,27H,7445,2018-06-20 00:00:00,27,H,40.75597541,73.9805245,10036,10036
484,208,MANHATTAN,26F,8940,2018-06-20 00:00:00,26,F,40.75698964,73.98926793,10036,10036
485,209,MANHATTAN,26G,9713,2018-06-20 00:00:00,26,G,40.75546343,73.9856383,10036,10036
486,493,MANHATTAN,54J,140,2018-06-20 00:00:00,54,J,40.80795408,73.9331928,10037,10037
487,513,MANHATTAN,57H,350,2018-06-20 00:00:00,57,H,40.81712107,73.93599957,10037,10037
488,492,MANHATTAN,54I,370,2018-06-20 00:00:00,54,I,40.80948029,73.93682243,10037,10037
489,500,MANHATTAN,55I,470,2018-06-20 00:00:00,55,I,40.81151848,73.93533827,10037,10037
490,491,MANHATTAN,54H,705,2018-06-20 00:00:00,54,H,40.81100651,73.94045207,10037,10037
491,349,MANHATTAN,39I,1215,2018-06-20 00:00:00,39,I,40.77890746,73.9590849,10037,10037
492,499,MANHATTAN,55H,1280,2018-06-20 00:00:00,55,H,40.81304469,73.9389679,10037,10037
493,506,MANHATTAN,56H,1620,2018-06-20 00:00:00,56,H,40.81508288,73.93748374,10037,10037
494,14,MANHATTAN,4K,100,2018-06-20 00:00:00,4,K,40.70451842,74.00377138,10038,10038
495,30,MANHATTAN,7K,240,2018-06-20 00:00:00,7,K,40.71063299,73.99931888,10038,10038
496,31,MANHATTAN,7L,360,2018-06-20 00:00:00,7,L,40.70910677,73.99568925,10038,10038
497,19,MANHATTAN,5K,660,2018-06-20 00:00:00,5,K,40.70655661,74.00228721,10038,10038
498,24,MANHATTAN,6K,700,2018-06-20 00:00:00,6,K,40.7085948,74.00080305,10038,10038
499,36,MANHATTAN,8K,1165,2018-06-20 00:00:00,8,K,40.71267118,73.99783472,10038,10038
500,29,MANHATTAN,7J,2045,2018-06-20 00:00:00,7,J,40.7121592,74.00294852,10038,10038
501,23,MANHATTAN,6J,3445,2018-06-20 00:00:00,6,J,40.71012101,74.00443268,10038,10038
502,17,MANHATTAN,5I,6900,2018-06-20 00:00:00,5,I,40.70960904,74.00954648,10038,10038
503,18,MANHATTAN,5J,7175,2018-06-20 00:00:00,5,J,40.70808282,74.00591684,10038,10038
504,533,MANHATTAN,61F,75,2018-06-20 00:00:00,61,F,40.82832625,73.93732218,10039,10039
505,507,MANHATTAN,56I,180,2018-06-20 00:00:00,56,I,40.81355667,73.9338541,10039,10039
506,519,MANHATTAN,58H,190,2018-06-20 00:00:00,58,H,40.81915926,73.93451541,10039,10039
507,529,MANHATTAN,60G,510,2018-06-20 00:00:00,60,G,40.82476185,73.93517671,10039,10039
508,528,MANHATTAN,60F,810,2018-06-20 00:00:00,60,F,40.82628807,73.93880635,10039,10039
509,523,MANHATTAN,59F,900,2018-06-20 00:00:00,59,F,40.82424988,73.94029051,10039,10039
510,538,MANHATTAN,62F,970,2018-06-20 00:00:00,62,F,40.83036444,73.93583802,10039,10039
511,524,MANHATTAN,59G,1590,2018-06-20 00:00:00,59,G,40.82272366,73.93666088,10039,10039
512,575,MANHATTAN,74B,170,2018-06-20 00:00:00,74,B,40.86092756,73.93254658,10040,10040
513,600,MANHATTAN,82D,175,2018-06-20 00:00:00,82,D,40.87418065,73.913414,10040,10040
514,572,MANHATTAN,73B,225,2018-06-20 00:00:00,73,B,40.85888937,73.93403075,10040,10040
515,556,MANHATTAN,68B,235,2018-06-20 00:00:00,68,B,40.84869843,73.94145157,10040,10040
