Borough,NAID,Network Area Hosting Capacity (kVA),Updated Date
BRONX,1D,,
BRONX,1G,,
BRONX,10AB,145,6/20/2018
BRONX,11AB,300,6/20/2018
BRONX,12AB,160,6/20/2018
BRONX,13AB,,
BRONX,7AC,,
BRONX,10M,195,6/20/2018
BRONX,12J,165,6/20/2018
BRONX,13J,320,6/20/2018
BRONX,10J,715,6/20/2018
BRONX,8G,555,6/20/2018
BRONX,9G,455,6/20/2018
BRONX,5H,30,6/20/2018
BRONX,6H,195,6/20/2018
BRONX,7H,310,6/20/2018
BRONX,8H,340,6/20/2018
BRONX,9H,720,6/20/2018
BRONX,7I,345,6/20/2018
BRONX,8I,420,6/20/2018
BRONX,4M,,
BRONX,5M,60,6/20/2018
BRONX,6M,475,6/20/2018
BRONX,7M,1020,6/20/2018
BRONX,8M,,
BRONX,9M,130,6/20/2018
BRONX,4N,,
BRONX,5N,,
BRONX,6N,,
BRONX,7N,500,6/20/2018
BRONX,9N,,
BRONX,10I,500,6/20/2018
BRONX,11I,435,6/20/2018
BRONX,12I,535,6/20/2018
BRONX,13I,645,6/20/2018
BRONX,14I,195,6/20/2018
BRONX,15I,440,6/20/2018
BRONX,16I,190,6/20/2018
BRONX,17I,115,6/20/2018
BRONX,4D,385,6/20/2018
BRONX,5D,900,6/20/2018
BRONX,6D,610,6/20/2018
BRONX,7D,180,6/20/2018
BRONX,10L,405,6/20/2018
BRONX,11L,120,6/20/2018
BRONX,12L,,
BRONX,13L,335,6/20/2018
BRONX,14L,75,6/20/2018
BRONX,15L,245,6/20/2018
BRONX,16L,455,6/20/2018
BRONX,17L,715,6/20/2018
BRONX,14J,,
BRONX,15J,665,6/20/2018
BRONX,16J,225,6/20/2018
BRONX,17J,,
BRONX,10K,50,6/20/2018
BRONX,11K,730,6/20/2018
BRONX,12K,460,6/20/2018
BRONX,13K,350,6/20/2018
BRONX,14K,510,6/20/2018
BRONX,15K,135,6/20/2018
BRONX,16K,80,6/20/2018
BRONX,17K,230,6/20/2018
BRONX,10U,,
BRONX,11U,,
BRONX,12U,,
BRONX,13U,155,6/20/2018
BRONX,14U,270,6/20/2018
BRONX,7X,,
BRONX,9Y,,
BRONX,5Z,,
BRONX,6I,,
BRONX,4K,125,6/20/2018
BRONX,6A,90,6/20/2018
BRONX,7A,40,6/20/2018
BRONX,8A,160,6/20/2018
BRONX,9A,260,6/20/2018
BRONX,5B,200,6/20/2018
BRONX,6B,585,6/20/2018
BRONX,7B,396,6/20/2018
BRONX,8B,555,6/20/2018
BRONX,9B,910,6/20/2018
BRONX,4C,207,6/20/2018
BRONX,5C,500,6/20/2018
BRONX,6C,315,6/20/2018
BRONX,7C,920,6/20/2018
BRONX,8C,345,6/20/2018
BRONX,9C,1735,6/20/2018
BRONX,2D,35,6/20/2018
BRONX,3D,235,6/20/2018
BRONX,10N,305,6/20/2018
BRONX,11N,350,6/20/2018
BRONX,12N,585,6/20/2018
BRONX,13N,700,6/20/2018
BRONX,5A,145,6/20/2018
BRONX,4B,350,6/20/2018
BRONX,3C,182,6/20/2018
BRONX,1E,15,6/20/2018
BRONX,1F,85,6/20/2018
BRONX,2G,205,6/20/2018
BRONX,4H,310,6/20/2018
BRONX,4J,,
BRONX,2L,,
BRONX,3M,50,6/20/2018
BRONX,3N,625,6/20/2018
BRONX,2O,125,6/20/2018
BRONX,3P,,
BRONX,6Q,,
BRONX,6R,,
BRONX,3S,,
BRONX,3T,,
BRONX,8D,525,6/20/2018
BRONX,9D,778,6/20/2018
BRONX,2E,125,6/20/2018
BRONX,3E,180,6/20/2018
BRONX,4E,615,6/20/2018
BRONX,5E,650,6/20/2018
BRONX,6E,160,6/20/2018
BRONX,7E,550,6/20/2018
BRONX,8E,560,6/20/2018
BRONX,9E,370,6/20/2018
BRONX,2F,55,6/20/2018
BRONX,3F,289,6/20/2018
BRONX,4F,195,6/20/2018
BRONX,5F,215,6/20/2018
BRONX,6F,125,6/20/2018
BRONX,7F,400,6/20/2018
BRONX,8F,366,6/20/2018
BRONX,9F,425,6/20/2018
BRONX,3G,50,6/20/2018
BRONX,4G,360,6/20/2018
BRONX,5G,125,6/20/2018
BRONX,6G,365,6/20/2018
BRONX,7G,1035,6/20/2018
BRONX,9I,345,6/20/2018
BRONX,5J,665,6/20/2018
BRONX,6J,180,6/20/2018
BRONX,7J,235,6/20/2018
BRONX,8J,,
BRONX,9J,340,6/20/2018
BRONX,5K,,
BRONX,6K,675,6/20/2018
BRONX,7K,360,6/20/2018
BRONX,8K,285,6/20/2018
BRONX,9K,210,6/20/2018
BRONX,3L,20,6/20/2018
BRONX,4L,190,6/20/2018
BRONX,5L,110,6/20/2018
BRONX,6L,140,6/20/2018
BRONX,7L,95,6/20/2018
BRONX,8L,385,6/20/2018
BRONX,9L,110,6/20/2018
BRONX,16Z,,
BRONX,10O,150,6/20/2018
BRONX,11O,240,6/20/2018
BRONX,12O,265,6/20/2018
BRONX,13O,,
BRONX,14O,575,6/20/2018
BRONX,15O,170,6/20/2018
BRONX,8AA,30,6/20/2018
BRONX,9AA,150,6/20/2018
BRONX,7AB,,
BRONX,8AB,,
BRONX,9AB,,
BRONX,3O,75,6/20/2018
BRONX,4O,,
BRONX,5O,300,6/20/2018
BRONX,6O,70,6/20/2018
BRONX,9O,,
BRONX,8P,175,6/20/2018
BRONX,9P,180,6/20/2018
BRONX,7Q,50,6/20/2018
BRONX,8Q,243,6/20/2018
BRONX,10S,275,6/20/2018
BRONX,11S,255,6/20/2018
BRONX,12S,165,6/20/2018
BRONX,13S,290,6/20/2018
BRONX,14S,85,6/20/2018
BRONX,15S,435,6/20/2018
BRONX,16S,400,6/20/2018
BRONX,10R,120,6/20/2018
BRONX,11R,370,6/20/2018
BRONX,12R,430,6/20/2018
BRONX,13R,230,6/20/2018
BRONX,14R,345,6/20/2018
BRONX,15R,535,6/20/2018
BRONX,16R,380,6/20/2018
BRONX,1D,,
BRONX,1E,15,6/20/2018
BRONX,1F,85,6/20/2018
