ID,Borough,NAID,Network Area Hosting Capacity (kVA),Updated Date,LongRef,LatRef,Long,Lat,Zip
560,BRONX,37G,105,6/20/2018,37,G,40.88245321,73.91079401,10463
563,BRONX,37J,115,6/20/2018,37,J,40.88292046,73.89830421,10463
538,BRONX,35K,120,6/20/2018,35,K,40.87844138,73.89385604,10463
557,BRONX,37D,120,6/20/2018,37,D,40.88198597,73.92328381,10463
580,BRONX,39F,120,6/20/2018,39,F,40.88693229,73.91524218,10463
571,BRONX,38H,125,6/20/2018,38,H,40.88492637,73.9067732,10463
537,BRONX,35J,135,6/20/2018,35,J,40.87828563,73.89801931,10463
523,BRONX,34I,140,6/20/2018,34,I,40.87581247,73.90204012,10463
573,BRONX,38J,155,6/20/2018,38,J,40.88523787,73.89844667,10463
520,BRONX,34F,160,6/20/2018,34,F,40.87534523,73.91452992,10463
591,BRONX,40J,180,6/20/2018,40,J,40.88987269,73.89873157,10463
547,BRONX,36E,200,6/20/2018,36,E,40.8798243,73.91897809,10463
564,BRONX,37K,205,6/20/2018,37,K,40.8830762,73.89414095,10463
548,BRONX,36F,220,6/20/2018,36,F,40.87998005,73.91481482,10463
561,BRONX,37H,230,6/20/2018,37,H,40.88260896,73.90663075,10463
559,BRONX,37F,255,6/20/2018,37,F,40.88229746,73.91495728,10463
574,BRONX,38K,255,6/20/2018,38,K,40.88539362,73.8942834,10463
590,BRONX,40I,255,6/20/2018,40,I,40.88971694,73.90289484,10463
535,BRONX,35G,260,6/20/2018,35,G,40.87781839,73.9105091,10463
562,BRONX,37I,270,6/20/2018,37,I,40.88276471,73.90246748,10463
569,BRONX,38F,270,6/20/2018,38,F,40.88461487,73.91509973,10463
575,BRONX,38L,270,6/20/2018,38,L,40.88554936,73.89012014,10463
588,BRONX,40G,270,6/20/2018,40,G,40.88940545,73.91122137,10463
522,BRONX,34H,275,6/20/2018,34,H,40.87565672,73.90620339,10463
552,BRONX,36J,280,6/20/2018,36,J,40.88060304,73.89816176,10463
494,BRONX,32H,305,6/20/2018,32,H,40.8710219,73.90591848,10463
533,BRONX,35E,320,6/20/2018,35,E,40.87750689,73.91883564,10463
551,BRONX,36I,325,6/20/2018,36,I,40.8804473,73.90232503,10463
582,BRONX,39H,350,6/20/2018,39,H,40.88724378,73.90691565,10463
587,BRONX,40F,365,6/20/2018,40,F,40.8892497,73.91538464,10463
521,BRONX,34G,370,6/20/2018,34,G,40.87550097,73.91036665,10463
549,BRONX,36G,385,6/20/2018,36,G,40.8801358,73.91065156,10463
572,BRONX,38I,385,6/20/2018,38,I,40.88508212,73.90260993,10463
558,BRONX,37E,390,6/20/2018,37,E,40.88214171,73.91912054,10463
536,BRONX,35H,395,6/20/2018,35,H,40.87797413,73.90634584,10463
570,BRONX,38G,405,6/20/2018,38,G,40.88477062,73.91093646,10463
507,BRONX,33I,430,6/20/2018,33,I,40.87349506,73.90189767,10463
506,BRONX,33H,460,6/20/2018,33,H,40.87333931,73.90606093,10463
581,BRONX,39G,480,6/20/2018,39,G,40.88708804,73.91107892,10463
550,BRONX,36H,555,6/20/2018,36,H,40.88029155,73.90648829,10463
106,BRONX,10AC,25,6/20/2018,10,AC,40.82330954,73.81535594,10465
68,BRONX,8AA,30,6/20/2018,8,AA,40.81836322,73.82339756,10465
81,BRONX,8X,30,6/20/2018,8,X,40.81789598,73.83588736,10465
102,BRONX,9Z,85,6/20/2018,9,Z,40.82052489,73.82770328,10465
127,BRONX,10Z,90,6/20/2018,10,Z,40.8228423,73.82784573,10465
105,BRONX,10AB,145,6/20/2018,10,AB,40.82315379,73.8195192,10465
83,BRONX,9AA,150,6/20/2018,9,AA,40.82068063,73.82354001,10465
126,BRONX,10X,160,6/20/2018,10,X,40.8225308,73.83617226,10465
153,BRONX,12AB,160,6/20/2018,12,AB,40.82778862,73.81980411,10465
172,BRONX,12W,160,6/20/2018,12,W,40.82700988,73.84062044,10465
318,BRONX,20AA,180,6/20/2018,20,AA,40.84617217,73.825107,10465
152,BRONX,12AA,195,6/20/2018,12,AA,40.82763287,73.82396737,10465
129,BRONX,11AA,205,6/20/2018,11,AA,40.82531546,73.82382492,10465
104,BRONX,10AA,215,6/20/2018,10,AA,40.82299805,73.82368247,10465
150,BRONX,11W,290,6/20/2018,11,W,40.82469246,73.84047798,10465
130,BRONX,11AB,300,6/20/2018,11,AB,40.82547121,73.81966166,10465
601,BRONX,42T,85,6/20/2018,42,T,40.896065,73.85738382,10466
585,BRONX,39S,140,6/20/2018,39,S,40.88895701,73.86111973,10466
597,BRONX,41T,150,6/20/2018,41,T,40.89374759,73.85724137,10466
592,BRONX,40S,155,6/20/2018,40,S,40.89127443,73.86126218,10466
579,BRONX,38S,220,6/20/2018,38,S,40.8866396,73.86097728,10466
593,BRONX,40T,255,6/20/2018,40,T,40.89143018,73.85709892,10466
596,BRONX,41S,375,6/20/2018,41,S,40.89359184,73.86140464,10466
444,BRONX,27N,20,6/20/2018,27,N,40.86036933,73.88022662,10467
478,BRONX,30P,25,6/20/2018,30,P,40.86763306,73.87232745,10467
502,BRONX,32P,30,6/20/2018,32,P,40.87226788,73.87261236,10467
577,BRONX,38O,40,6/20/2018,38,O,40.88601661,73.87763034,10467
445,BRONX,27P,45,6/20/2018,27,P,40.86068082,73.87190009,10467
458,BRONX,28P,45,6/20/2018,28,P,40.86299824,73.87204254,10467
480,BRONX,30R,45,6/20/2018,30,R,40.86794456,73.86400092,10467
528,BRONX,34P,45,6/20/2018,34,P,40.87690271,73.87289726,10467
529,BRONX,34Q,50,6/20/2018,34,Q,40.87705846,73.868734,10467
530,BRONX,34R,70,6/20/2018,34,R,40.87721421,73.86457073,10467
515,BRONX,33Q,75,6/20/2018,33,Q,40.87474104,73.86859154,10467
490,BRONX,31Q,80,6/20/2018,31,Q,40.87010622,73.86830664,10467
567,BRONX,37O,80,6/20/2018,37,O,40.8836992,73.87748789,10467
516,BRONX,33R,90,6/20/2018,33,R,40.87489679,73.86442828,10467
432,BRONX,26P,95,6/20/2018,26,P,40.85836341,73.87175764,10467
544,BRONX,35Q,100,6/20/2018,35,Q,40.87937587,73.86887645,10467
503,BRONX,32Q,105,6/20/2018,32,Q,40.87242363,73.86844909,10467
514,BRONX,33P,115,6/20/2018,33,P,40.8745853,73.87275481,10467
447,BRONX,27R,120,6/20/2018,27,R,40.86099232,73.86357356,10467
489,BRONX,31P,125,6/20/2018,31,P,40.86995047,73.8724699,10467
434,BRONX,26R,130,6/20/2018,26,R,40.85867491,73.86343111,10467
459,BRONX,28Q,140,6/20/2018,28,Q,40.86315398,73.86787928,10467
545,BRONX,35R,150,6/20/2018,35,R,40.87953162,73.86471318,10467
568,BRONX,37R,150,6/20/2018,37,R,40.88416644,73.86499809,10467
584,BRONX,39R,150,6/20/2018,39,R,40.88880127,73.865283,10467
566,BRONX,37N,160,6/20/2018,37,N,40.88354345,73.88165115,10467
469,BRONX,29R,165,6/20/2018,29,R,40.86562714,73.86385847,10467
479,BRONX,30Q,180,6/20/2018,30,Q,40.86778881,73.86816418,10467
501,BRONX,32O,180,6/20/2018,32,O,40.87211214,73.87677562,10467
578,BRONX,38R,180,6/20/2018,38,R,40.88648385,73.86514054,10467
460,BRONX,28R,185,6/20/2018,28,R,40.86330973,73.86371601,10467
556,BRONX,36R,185,6/20/2018,36,R,40.88184903,73.86485564,10467
555,BRONX,36O,220,6/20/2018,36,O,40.88138178,73.87734543,10467
491,BRONX,31R,240,6/20/2018,31,R,40.87026197,73.86414337,10467
512,BRONX,33N,240,6/20/2018,33,N,40.8742738,73.88108134,10467
527,BRONX,34O,245,6/20/2018,34,O,40.87674696,73.87706053,10467
541,BRONX,35N,260,6/20/2018,35,N,40.87890862,73.88136625,10467
513,BRONX,33O,270,6/20/2018,33,O,40.87442955,73.87691807,10467
542,BRONX,35O,270,6/20/2018,35,O,40.87906437,73.87720298,10467
526,BRONX,34N,310,6/20/2018,34,N,40.87659121,73.88122379,10467
433,BRONX,26Q,315,6/20/2018,26,Q,40.85851916,73.86759437,10467
543,BRONX,35P,365,6/20/2018,35,P,40.87922012,73.87303972,10467
468,BRONX,29Q,430,6/20/2018,29,Q,40.8654714,73.86802173,10467
446,BRONX,27Q,490,6/20/2018,27,Q,40.86083657,73.86773683,10467
554,BRONX,36N,1715,6/20/2018,36,N,40.88122604,73.8815087,10467
539,BRONX,35L,10,6/20/2018,35,L,40.87859713,73.88969278,10468
508,BRONX,33J,15,6/20/2018,33,J,40.87365081,73.8977344,10468
576,BRONX,38N,45,6/20/2018,38,N,40.88586086,73.88179361,10468
482,BRONX,31H,90,6/20/2018,31,H,40.86870449,73.90577603,10468
462,BRONX,29G,120,6/20/2018,29,G,40.86391391,73.90965439,10468
465,BRONX,29J,140,6/20/2018,29,J,40.86438116,73.89716459,10468
524,BRONX,34L,156,6/20/2018,34,L,40.87627972,73.88955032,10468
471,BRONX,30H,160,6/20/2018,30,H,40.86638707,73.90563357,10468
495,BRONX,32I,165,6/20/2018,32,I,40.87117765,73.90175521,10468
452,BRONX,28G,185,6/20/2018,28,G,40.8615965,73.90951193,10468
473,BRONX,30J,185,6/20/2018,30,J,40.86669857,73.89730704,10468
484,BRONX,31J,210,6/20/2018,31,J,40.86901598,73.8974495,10468
496,BRONX,32J,230,6/20/2018,32,J,40.87133339,73.89759195,10468
497,BRONX,32K,235,6/20/2018,32,K,40.87148914,73.89342868,10468
498,BRONX,32L,245,6/20/2018,32,L,40.87164489,73.88926542,10468
485,BRONX,31K,265,6/20/2018,31,K,40.86917173,73.89328623,10468
440,BRONX,27I,310,6/20/2018,27,I,40.85959058,73.90104295,10468
439,BRONX,27H,335,6/20/2018,27,H,40.85943484,73.90520621,10468
483,BRONX,31I,335,6/20/2018,31,I,40.86886023,73.90161276,10468
453,BRONX,28H,360,6/20/2018,28,H,40.86175225,73.90534867,10468
463,BRONX,29H,365,6/20/2018,29,H,40.86406966,73.90549112,10468
464,BRONX,29I,400,6/20/2018,29,I,40.86422541,73.90132786,10468
472,BRONX,30I,455,6/20/2018,30,I,40.86654282,73.90147031,10468
454,BRONX,28I,475,6/20/2018,28,I,40.861908,73.9011854,10468
509,BRONX,33K,650,6/20/2018,33,K,40.87380655,73.89357114,10468
504,BRONX,32U,35,6/20/2018,32,U,40.87304663,73.85179603,10469
517,BRONX,33S,40,6/20/2018,33,S,40.87505254,73.86026501,10469
546,BRONX,35V,40,6/20/2018,35,V,40.88015461,73.84806012,10469
449,BRONX,27T,50,6/20/2018,27,T,40.86130382,73.85524703,10469
435,BRONX,26S,60,6/20/2018,26,S,40.85883066,73.85926784,10469
461,BRONX,28S,60,6/20/2018,28,S,40.86346548,73.85955275,10469
481,BRONX,30U,65,6/20/2018,30,U,40.8684118,73.85151112,10469
531,BRONX,34U,70,6/20/2018,34,U,40.87768145,73.85208093,10469
519,BRONX,33V,95,6/20/2018,33,V,40.87551979,73.84777522,10469
493,BRONX,31U,100,6/20/2018,31,U,40.87072921,73.85165358,10469
448,BRONX,27S,105,6/20/2018,27,S,40.86114807,73.85941029,10469
518,BRONX,33U,110,6/20/2018,33,U,40.87536404,73.85193848,10469
492,BRONX,31T,140,6/20/2018,31,T,40.87057346,73.85581684,10469
532,BRONX,34V,140,6/20/2018,34,V,40.8778372,73.84791767,10469
450,BRONX,27U,200,6/20/2018,27,U,40.86145956,73.85108376,10469
388,BRONX,23V,425,6/20/2018,23,V,40.85234566,73.84635069,10469
333,BRONX,20V,430,6/20/2018,20,V,40.84539343,73.84592333,10469
600,BRONX,42S,55,6/20/2018,42,S,40.89590925,73.86154709,10470
612,BRONX,47G,10,6/20/2018,47,G,40.90562733,73.91221854,10471
605,BRONX,44J,15,6/20/2018,44,J,40.89914234,73.89930139,10471
602,BRONX,43G,20,6/20/2018,43,G,40.89635768,73.91164873,10471
608,BRONX,45J,20,6/20/2018,45,J,40.90145975,73.89944384,10471
586,BRONX,40E,25,6/20/2018,40,E,40.88909395,73.9195479,10471
599,BRONX,42J,40,6/20/2018,42,J,40.89450752,73.89901648,10471
619,BRONX,49J,40,6/20/2018,49,J,40.9107294,73.90001365,10471
610,BRONX,46I,45,6/20/2018,46,I,40.90362142,73.90374956,10471
603,BRONX,43H,50,6/20/2018,43,H,40.89651343,73.90748546,10471
598,BRONX,42G,60,6/20/2018,42,G,40.89404027,73.91150628,10471
604,BRONX,43J,65,6/20/2018,43,J,40.89682493,73.89915893,10471
617,BRONX,48J,80,6/20/2018,48,J,40.90841199,73.8998712,10471
589,BRONX,40H,85,6/20/2018,40,H,40.8895612,73.9070581,10471
606,BRONX,45H,90,6/20/2018,45,H,40.90114826,73.90777037,10471
616,BRONX,48H,90,6/20/2018,48,H,40.90810049,73.90819773,10471
611,BRONX,46J,105,6/20/2018,46,J,40.90377717,73.89958629,10471
614,BRONX,47I,105,6/20/2018,47,I,40.90593883,73.90389201,10471
615,BRONX,47J,105,6/20/2018,47,J,40.90609458,73.89972874,10471
609,BRONX,46H,120,6/20/2018,46,H,40.90346567,73.90791282,10471
595,BRONX,41J,145,6/20/2018,41,J,40.8921901,73.89887403,10471
613,BRONX,47H,165,6/20/2018,47,H,40.90578308,73.90805528,10471
583,BRONX,39I,180,6/20/2018,39,I,40.88739953,73.90275239,10471
594,BRONX,41G,190,6/20/2018,41,G,40.89172286,73.91136382,10471
607,BRONX,45I,190,6/20/2018,45,I,40.90130401,73.9036071,10471
618,BRONX,49H,400,6/20/2018,49,H,40.91041791,73.90834018,10471
210,BRONX,14S,85,6/20/2018,14,S,40.83102171,73.8575584,10472
208,BRONX,14Q,110,6/20/2018,14,Q,40.83071021,73.86588494,10472
167,BRONX,12P,115,6/20/2018,12,P,40.82591964,73.86976329,10472
211,BRONX,14T,140,6/20/2018,14,T,40.83117746,73.85339514,10472
192,BRONX,13U,155,6/20/2018,13,U,40.82901579,73.84908942,10472
251,BRONX,16P,160,6/20/2018,16,P,40.83518929,73.87033311,10472
170,BRONX,12S,165,6/20/2018,12,S,40.82638688,73.8572735,10472
191,BRONX,13T,165,6/20/2018,13,T,40.82886004,73.85325269,10472
228,BRONX,15O,170,6/20/2018,15,O,40.83271613,73.87435392,10472
230,BRONX,15Q,185,6/20/2018,15,Q,40.83302762,73.86602739,10472
205,BRONX,14N,200,6/20/2018,14,N,40.83024297,73.87837473,10472
189,BRONX,13R,230,6/20/2018,13,R,40.82854855,73.86157922,10472
166,BRONX,12O,265,6/20/2018,12,O,40.82576389,73.87392656,10472
188,BRONX,13Q,285,6/20/2018,13,Q,40.8283928,73.86574248,10472
190,BRONX,13S,290,6/20/2018,13,S,40.8287043,73.85741595,10472
249,BRONX,16N,295,6/20/2018,16,N,40.83487779,73.87865964,10472
207,BRONX,14P,310,6/20/2018,14,P,40.83055446,73.8700482,10472
187,BRONX,13P,340,6/20/2018,13,P,40.82823705,73.86990575,10472
60,BRONX,7I,345,6/20/2018,7,I,40.81324234,73.89819389,10472
209,BRONX,14R,345,6/20/2018,14,R,40.83086596,73.86172167,10472
229,BRONX,15P,355,6/20/2018,15,P,40.83287188,73.87019065,10472
185,BRONX,13M,410,6/20/2018,13,M,40.82776981,73.88239554,10472
169,BRONX,12R,430,6/20/2018,12,R,40.82623114,73.86143676,10472
164,BRONX,12M,440,6/20/2018,12,M,40.82545239,73.88225309,10472
168,BRONX,12Q,450,6/20/2018,12,Q,40.82607539,73.86560003,10472
250,BRONX,16O,460,6/20/2018,16,O,40.83503354,73.87449637,10472
206,BRONX,14O,575,6/20/2018,14,O,40.83039872,73.87421147,10472
165,BRONX,12N,585,6/20/2018,12,N,40.82560814,73.87808983,10472
186,BRONX,13N,700,6/20/2018,13,N,40.82792555,73.87823228,10472
99,BRONX,9S,40,6/20/2018,9,S,40.81943465,73.85684614,10473
97,BRONX,9Q,45,6/20/2018,9,Q,40.81912315,73.86517267,10473
66,BRONX,7Q,50,6/20/2018,7,Q,40.81448833,73.86488776,10473
171,BRONX,12T,50,6/20/2018,12,T,40.82654263,73.85311023,10473
98,BRONX,9R,100,6/20/2018,9,R,40.8192789,73.8610094,10473
123,BRONX,10R,120,6/20/2018,10,R,40.82159631,73.86115186,10473
125,BRONX,10T,145,6/20/2018,10,T,40.82190781,73.85282533,10473
120,BRONX,10O,150,6/20/2018,10,O,40.82112907,73.87364165,10473
149,BRONX,11T,150,6/20/2018,11,T,40.82422522,73.85296778,10473
79,BRONX,8P,175,6/20/2018,8,P,40.81664999,73.86919348,10473
96,BRONX,9P,180,6/20/2018,9,P,40.8189674,73.86933594,10473
118,BRONX,10M,195,6/20/2018,10,M,40.82081757,73.88196819,10473
227,BRONX,15N,195,6/20/2018,15,N,40.83256038,73.87851718,10473
144,BRONX,11O,240,6/20/2018,11,O,40.82344648,73.87378411,10473
80,BRONX,8Q,243,6/20/2018,8,Q,40.81680574,73.86503022,10473
121,BRONX,10P,245,6/20/2018,10,P,40.82128481,73.86947839,10473
122,BRONX,10Q,255,6/20/2018,10,Q,40.82144056,73.86531512,10473
148,BRONX,11S,255,6/20/2018,11,S,40.82406947,73.85713105,10473
124,BRONX,10S,275,6/20/2018,10,S,40.82175206,73.85698859,10473
145,BRONX,11P,290,6/20/2018,11,P,40.82360223,73.86962084,10473
119,BRONX,10N,305,6/20/2018,10,N,40.82097332,73.87780492,10473
143,BRONX,11N,350,6/20/2018,11,N,40.82329073,73.87794737,10473
100,BRONX,9T,360,6/20/2018,9,T,40.8195904,73.85268287,10473
147,BRONX,11R,370,6/20/2018,11,R,40.82391372,73.86129431,10473
101,BRONX,9U,440,6/20/2018,9,U,40.81974614,73.84851961,10473
146,BRONX,11Q,495,6/20/2018,11,Q,40.82375798,73.86545758,10473
142,BRONX,11M,10,6/20/2018,11,M,40.82313498,73.88211064,10474
13,BRONX,3L,20,6/20/2018,3,L,40.80443994,73.88513428,10474
14,BRONX,3M,50,6/20/2018,3,M,40.80459568,73.88097101,10474
116,BRONX,10K,50,6/20/2018,10,K,40.82050607,73.89029472,10474
37,BRONX,5M,60,6/20/2018,5,M,40.80923051,73.88125592,10474
51,BRONX,6O,70,6/20/2018,6,O,40.81185942,73.87307184,10474
16,BRONX,3O,75,6/20/2018,3,O,40.80490718,73.87264448,10474
34,BRONX,5I,75,6/20/2018,5,I,40.80860752,73.89790898,10474
63,BRONX,7L,95,6/20/2018,7,L,40.81370958,73.88570409,10474
36,BRONX,5L,110,6/20/2018,5,L,40.80907476,73.88541919,10474
94,BRONX,9L,110,6/20/2018,9,L,40.81834441,73.885989,10474
7,BRONX,2O,125,6/20/2018,2,O,40.80258977,73.87250203,10474
24,BRONX,4K,125,6/20/2018,4,K,40.8066016,73.88944,10474
95,BRONX,9M,130,6/20/2018,9,M,40.81850016,73.88182573,10474
49,BRONX,6L,140,6/20/2018,6,L,40.81139217,73.88556164,10474
47,BRONX,6J,180,6/20/2018,6,J,40.81108068,73.89388817,10474
25,BRONX,4L,190,6/20/2018,4,L,40.80675735,73.88527673,10474
93,BRONX,9K,210,6/20/2018,9,K,40.81818866,73.89015226,10474
61,BRONX,7J,235,6/20/2018,7,J,40.81339809,73.89403062,10474
77,BRONX,8K,285,6/20/2018,8,K,40.81587125,73.89000981,10474
38,BRONX,5O,300,6/20/2018,5,O,40.80954201,73.87292939,10474
62,BRONX,7K,360,6/20/2018,7,K,40.81355384,73.88986736,10474
78,BRONX,8L,385,6/20/2018,8,L,40.816027,73.88584654,10474
117,BRONX,10L,405,6/20/2018,10,L,40.82066182,73.88613145,10474
50,BRONX,6M,475,6/20/2018,6,M,40.81154792,73.88139837,10474
65,BRONX,7N,500,6/20/2018,7,N,40.81402108,73.87737756,10474
15,BRONX,3N,625,6/20/2018,3,N,40.80475143,73.87680775,10474
35,BRONX,5J,665,6/20/2018,5,J,40.80876326,73.89374572,10474
48,BRONX,6K,675,6/20/2018,6,K,40.81123642,73.8897249,10474
64,BRONX,7M,1020,6/20/2018,7,M,40.81386533,73.88154083,10474
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
