,ID,Borough,NAID,Network Area Hosting Capacity (kVA),Updated Date,LongRef,LatRef,Long,Lat,Zip,ZCTA
270,306.0,BRONX,19K,235.0,6/20/2018,19.0,K,40.84136278,73.89157679,10460.0,10460
271,290.0,BRONX,18Q,240.0,6/20/2018,18.0,Q,40.83997986,73.86645475,10460.0,10460
272,225.0,BRONX,15L,245.0,6/20/2018,15.0,L,40.83224888,73.88684372,10460.0,10460
273,287.0,BRONX,18M,280.0,6/20/2018,18.0,M,40.83935687,73.88310781,10460.0,10460
274,309.0,BRONX,19N,355.0,6/20/2018,19.0,N,40.84183003,73.879087,10460.0,10460
275,384.0,BRONX,23M,355.0,6/20/2018,23.0,M,40.85094393,73.88382007,10460.0,10460
276,345.0,BRONX,21M,360.0,6/20/2018,21.0,M,40.8463091,73.88353517,10460.0,10460
277,247.0,BRONX,16L,455.0,6/20/2018,16.0,L,40.83456629,73.88698617,10460.0,10460
278,163.0,BRONX,12K,460.0,6/20/2018,12.0,K,40.8251409,73.89057962,10460.0,10460
279,272.0,BRONX,17Q,485.0,6/20/2018,17.0,Q,40.83766245,73.86631229,10460.0,10460
280,308.0,BRONX,19M,515.0,6/20/2018,19.0,M,40.84167428,73.88325026,10460.0,10460
281,328.0,BRONX,20M,690.0,6/20/2018,20.0,M,40.84399169,73.88339272,10460.0,10460
282,329.0,BRONX,20N,690.0,6/20/2018,20.0,N,40.84414744,73.87922945,10460.0,10460
283,267.0,BRONX,17L,715.0,6/20/2018,17.0,L,40.83688371,73.88712862,10460.0,10460
284,298.0,BRONX,18Z,10.0,6/20/2018,18.0,Z,40.8413816,73.82898536,10461.0,10461
285,316.0,BRONX,19Y,15.0,6/20/2018,19.0,Y,40.84354326,73.83329108,10461.0,10461
286,315.0,BRONX,19X,25.0,6/20/2018,19.0,X,40.84338751,73.83745434,10461.0,10461
287,369.0,BRONX,22U,30.0,6/20/2018,22.0,U,40.8498725,73.8503715,10461.0,10461
288,194.0,BRONX,13W,40.0,6/20/2018,13.0,W,40.82932729,73.84076289,10461.0,10461
289,387.0,BRONX,23U,50.0,6/20/2018,23.0,U,40.85218992,73.85051395,10461.0,10461
290,297.0,BRONX,18X,70.0,6/20/2018,18.0,X,40.8410701,73.83731189,10461.0,10461
291,355.0,BRONX,22AA,75.0,6/20/2018,22.0,AA,40.85080699,73.8253919,10461.0,10461
292,390.0,BRONX,23Y,75.0,6/20/2018,23.0,Y,40.85281291,73.83386089,10461.0,10461
293,317.0,BRONX,19Z,105.0,6/20/2018,19.0,Z,40.84369901,73.82912781,10461.0,10461
294,314.0,BRONX,19V,110.0,6/20/2018,19.0,V,40.84307601,73.84578087,10461.0,10461
295,421.0,BRONX,25S,110.0,6/20/2018,25.0,S,40.85651324,73.85912539,10461.0,10461
296,353.0,BRONX,21Y,130.0,6/20/2018,21.0,Y,40.84817808,73.83357598,10461.0,10461
297,257.0,BRONX,16V,145.0,6/20/2018,16.0,V,40.83612378,73.84535351,10461.0,10461
298,389.0,BRONX,23W,180.0,6/20/2018,23.0,W,40.85250141,73.84218742,10461.0,10461
299,296.0,BRONX,18W,195.0,6/20/2018,18.0,W,40.84091435,73.84147515,10461.0,10461
300,294.0,BRONX,18U,200.0,6/20/2018,18.0,U,40.84060285,73.84980169,10461.0,10461
301,351.0,BRONX,21V,205.0,6/20/2018,21.0,V,40.84771084,73.84606578,10461.0,10461
302,373.0,BRONX,22Z,215.0,6/20/2018,22.0,Z,40.85065124,73.82955517,10461.0,10461
303,346.0,BRONX,21N,220.0,6/20/2018,21.0,N,40.84646485,73.8793719,10461.0,10461
304,406.0,BRONX,24Z,220.0,6/20/2018,24.0,Z,40.85528607,73.82984008,10461.0,10461
305,372.0,BRONX,22Y,225.0,6/20/2018,22.0,Y,40.8504955,73.83371844,10461.0,10461
306,404.0,BRONX,24V,230.0,6/20/2018,24.0,V,40.85466308,73.84649314,10461.0,10461
307,354.0,BRONX,21Z,310.0,6/20/2018,21.0,Z,40.84833383,73.82941272,10461.0,10461
308,334.0,BRONX,20Y,320.0,6/20/2018,20.0,Y,40.84586067,73.83343353,10461.0,10461
309,295.0,BRONX,18V,325.0,6/20/2018,18.0,V,40.8407586,73.84563842,10461.0,10461
310,335.0,BRONX,20Z,330.0,6/20/2018,20.0,Z,40.84601642,73.82927026,10461.0,10461
311,405.0,BRONX,24W,445.0,6/20/2018,24.0,W,40.85481882,73.84232987,10461.0,10461
312,391.0,BRONX,23Z,505.0,6/20/2018,23.0,Z,40.85296866,73.82969762,10461.0,10461
313,277.0,BRONX,17V,575.0,6/20/2018,17.0,V,40.83844119,73.84549597,10461.0,10461
314,352.0,BRONX,21W,725.0,6/20/2018,21.0,W,40.84786659,73.84190251,10461.0,10461
315,371.0,BRONX,22W,775.0,6/20/2018,22.0,W,40.850184,73.84204497,10461.0,10461
316,422.0,BRONX,25V,815.0,6/20/2018,25.0,V,40.85698049,73.84663559,10461.0,10461
317,370.0,BRONX,22V,870.0,6/20/2018,22.0,V,40.85002825,73.84620823,10461.0,10461
318,213.0,BRONX,14V,10.0,6/20/2018,14.0,V,40.83148895,73.84506861,10462.0,10462
319,193.0,BRONX,13V,35.0,6/20/2018,13.0,V,40.82917154,73.84492615,10462.0,10462
320,332.0,BRONX,20S,60.0,6/20/2018,20.0,S,40.84492618,73.85841312,10462.0,10462
321,367.0,BRONX,22Q,60.0,6/20/2018,22.0,Q,40.84924951,73.86702456,10462.0,10462
322,235.0,BRONX,15V,70.0,6/20/2018,15.0,V,40.83380637,73.84521106,10462.0,10462
323,350.0,BRONX,21S,90.0,6/20/2018,21.0,S,40.84724359,73.85855558,10462.0,10462
324,349.0,BRONX,21R,105.0,6/20/2018,21.0,R,40.84708785,73.86271884,10462.0,10462
325,348.0,BRONX,21Q,125.0,6/20/2018,21.0,Q,40.8469321,73.86688211,10462.0,10462
326,368.0,BRONX,22R,125.0,6/20/2018,22.0,R,40.84940526,73.86286129,10462.0,10462
327,312.0,BRONX,19S,140.0,6/20/2018,19.0,S,40.84260877,73.85827067,10462.0,10462
328,420.0,BRONX,25R,145.0,6/20/2018,25.0,R,40.85635749,73.86328865,10462.0,10462
329,234.0,BRONX,15U,155.0,6/20/2018,15.0,U,40.83365062,73.84937433,10462.0,10462
330,330.0,BRONX,20Q,155.0,6/20/2018,20.0,Q,40.84461469,73.86673965,10462.0,10462
331,276.0,BRONX,17U,160.0,6/20/2018,17.0,U,40.83828544,73.84965923,10462.0,10462
332,403.0,BRONX,24R,190.0,6/20/2018,24.0,R,40.85404008,73.8631462,10462.0,10462
333,419.0,BRONX,25Q,200.0,6/20/2018,25.0,Q,40.85620175,73.86745192,10462.0,10462
334,274.0,BRONX,17S,210.0,6/20/2018,17.0,S,40.83797395,73.85798576,10462.0,10462
335,311.0,BRONX,19R,240.0,6/20/2018,19.0,R,40.84245302,73.86243394,10462.0,10462
336,313.0,BRONX,19T,240.0,6/20/2018,19.0,T,40.84276452,73.8541074,10462.0,10462
337,386.0,BRONX,23R,260.0,6/20/2018,23.0,R,40.85172267,73.86300375,10462.0,10462
338,331.0,BRONX,20R,265.0,6/20/2018,20.0,R,40.84477043,73.86257639,10462.0,10462
339,212.0,BRONX,14U,270.0,6/20/2018,14.0,U,40.8313332,73.84923187,10462.0,10462
340,256.0,BRONX,16U,281.0,6/20/2018,16.0,U,40.83596803,73.84951678,10462.0,10462
341,291.0,BRONX,18R,310.0,6/20/2018,18.0,R,40.84013561,73.86229148,10462.0,10462
342,385.0,BRONX,23Q,325.0,6/20/2018,23.0,Q,40.85156692,73.86716701,10462.0,10462
343,253.0,BRONX,16R,380.0,6/20/2018,16.0,R,40.83550078,73.86200658,10462.0,10462
344,254.0,BRONX,16S,400.0,6/20/2018,16.0,S,40.83565653,73.85784331,10462.0,10462
345,275.0,BRONX,17T,400.0,6/20/2018,17.0,T,40.83812969,73.8538225,10462.0,10462
346,310.0,BRONX,19O,410.0,6/20/2018,19.0,O,40.84198578,73.87492373,10462.0,10462
347,233.0,BRONX,15T,415.0,6/20/2018,15.0,T,40.83349487,73.85353759,10462.0,10462
348,402.0,BRONX,24Q,425.0,6/20/2018,24.0,Q,40.85388433,73.86730947,10462.0,10462
349,232.0,BRONX,15S,435.0,6/20/2018,15.0,S,40.83333912,73.85770086,10462.0,10462
350,255.0,BRONX,16T,475.0,6/20/2018,16.0,T,40.83581228,73.85368004,10462.0,10462
351,273.0,BRONX,17R,510.0,6/20/2018,17.0,R,40.8378182,73.86214903,10462.0,10462
352,292.0,BRONX,18S,520.0,6/20/2018,18.0,S,40.84029136,73.85812822,10462.0,10462
353,231.0,BRONX,15R,535.0,6/20/2018,15.0,R,40.83318337,73.86186412,10462.0,10462
354,293.0,BRONX,18T,645.0,6/20/2018,18.0,T,40.84044711,73.85396495,10462.0,10462
355,470.0,BRONX,30G,35.0,6/20/2018,30.0,G,40.86623133,73.90979684,10463.0,10463
356,565.0,BRONX,37L,40.0,6/20/2018,37.0,L,40.88323195,73.88997768,10463.0,10463
357,534.0,BRONX,35F,50.0,6/20/2018,35.0,F,40.87766264,73.91467237,10463.0,10463
358,560.0,BRONX,37G,105.0,6/20/2018,37.0,G,40.88245321,73.91079401,10463.0,10463
359,563.0,BRONX,37J,115.0,6/20/2018,37.0,J,40.88292046,73.89830421,10463.0,10463
360,538.0,BRONX,35K,120.0,6/20/2018,35.0,K,40.87844138,73.89385604,10463.0,10463
361,557.0,BRONX,37D,120.0,6/20/2018,37.0,D,40.88198597,73.92328381,10463.0,10463
362,580.0,BRONX,39F,120.0,6/20/2018,39.0,F,40.88693229,73.91524218,10463.0,10463
363,571.0,BRONX,38H,125.0,6/20/2018,38.0,H,40.88492637,73.9067732,10463.0,10463
364,537.0,BRONX,35J,135.0,6/20/2018,35.0,J,40.87828563,73.89801931,10463.0,10463
365,523.0,BRONX,34I,140.0,6/20/2018,34.0,I,40.87581247,73.90204012,10463.0,10463
366,573.0,BRONX,38J,155.0,6/20/2018,38.0,J,40.88523787,73.89844667,10463.0,10463
367,520.0,BRONX,34F,160.0,6/20/2018,34.0,F,40.87534523,73.91452992,10463.0,10463
368,591.0,BRONX,40J,180.0,6/20/2018,40.0,J,40.88987269,73.89873157,10463.0,10463
369,547.0,BRONX,36E,200.0,6/20/2018,36.0,E,40.8798243,73.91897809,10463.0,10463
370,564.0,BRONX,37K,205.0,6/20/2018,37.0,K,40.8830762,73.89414095,10463.0,10463
371,548.0,BRONX,36F,220.0,6/20/2018,36.0,F,40.87998005,73.91481482,10463.0,10463
372,561.0,BRONX,37H,230.0,6/20/2018,37.0,H,40.88260896,73.90663075,10463.0,10463
373,559.0,BRONX,37F,255.0,6/20/2018,37.0,F,40.88229746,73.91495728,10463.0,10463
374,574.0,BRONX,38K,255.0,6/20/2018,38.0,K,40.88539362,73.8942834,10463.0,10463
375,590.0,BRONX,40I,255.0,6/20/2018,40.0,I,40.88971694,73.90289484,10463.0,10463
376,535.0,BRONX,35G,260.0,6/20/2018,35.0,G,40.87781839,73.9105091,10463.0,10463
377,562.0,BRONX,37I,270.0,6/20/2018,37.0,I,40.88276471,73.90246748,10463.0,10463
378,569.0,BRONX,38F,270.0,6/20/2018,38.0,F,40.88461487,73.91509973,10463.0,10463
379,575.0,BRONX,38L,270.0,6/20/2018,38.0,L,40.88554936,73.89012014,10463.0,10463
380,588.0,BRONX,40G,270.0,6/20/2018,40.0,G,40.88940545,73.91122137,10463.0,10463
381,522.0,BRONX,34H,275.0,6/20/2018,34.0,H,40.87565672,73.90620339,10463.0,10463
382,552.0,BRONX,36J,280.0,6/20/2018,36.0,J,40.88060304,73.89816176,10463.0,10463
383,494.0,BRONX,32H,305.0,6/20/2018,32.0,H,40.8710219,73.90591848,10463.0,10463
384,533.0,BRONX,35E,320.0,6/20/2018,35.0,E,40.87750689,73.91883564,10463.0,10463
385,551.0,BRONX,36I,325.0,6/20/2018,36.0,I,40.8804473,73.90232503,10463.0,10463
386,582.0,BRONX,39H,350.0,6/20/2018,39.0,H,40.88724378,73.90691565,10463.0,10463
387,587.0,BRONX,40F,365.0,6/20/2018,40.0,F,40.8892497,73.91538464,10463.0,10463
388,521.0,BRONX,34G,370.0,6/20/2018,34.0,G,40.87550097,73.91036665,10463.0,10463
389,549.0,BRONX,36G,385.0,6/20/2018,36.0,G,40.8801358,73.91065156,10463.0,10463
390,572.0,BRONX,38I,385.0,6/20/2018,38.0,I,40.88508212,73.90260993,10463.0,10463
391,558.0,BRONX,37E,390.0,6/20/2018,37.0,E,40.88214171,73.91912054,10463.0,10463
392,536.0,BRONX,35H,395.0,6/20/2018,35.0,H,40.87797413,73.90634584,10463.0,10463
393,570.0,BRONX,38G,405.0,6/20/2018,38.0,G,40.88477062,73.91093646,10463.0,10463
394,507.0,BRONX,33I,430.0,6/20/2018,33.0,I,40.87349506,73.90189767,10463.0,10463
395,506.0,BRONX,33H,460.0,6/20/2018,33.0,H,40.87333931,73.90606093,10463.0,10463
396,581.0,BRONX,39G,480.0,6/20/2018,39.0,G,40.88708804,73.91107892,10463.0,10463
397,550.0,BRONX,36H,555.0,6/20/2018,36.0,H,40.88029155,73.90648829,10463.0,10463
398,106.0,BRONX,10AC,25.0,6/20/2018,10.0,AC,40.82330954,73.81535594,10465.0,10465
399,68.0,BRONX,8AA,30.0,6/20/2018,8.0,AA,40.81836322,73.82339756,10465.0,10465
400,81.0,BRONX,8X,30.0,6/20/2018,8.0,X,40.81789598,73.83588736,10465.0,10465
401,102.0,BRONX,9Z,85.0,6/20/2018,9.0,Z,40.82052489,73.82770328,10465.0,10465
402,127.0,BRONX,10Z,90.0,6/20/2018,10.0,Z,40.8228423,73.82784573,10465.0,10465
403,105.0,BRONX,10AB,145.0,6/20/2018,10.0,AB,40.82315379,73.8195192,10465.0,10465
404,83.0,BRONX,9AA,150.0,6/20/2018,9.0,AA,40.82068063,73.82354001,10465.0,10465
405,126.0,BRONX,10X,160.0,6/20/2018,10.0,X,40.8225308,73.83617226,10465.0,10465
406,153.0,BRONX,12AB,160.0,6/20/2018,12.0,AB,40.82778862,73.81980411,10465.0,10465
407,172.0,BRONX,12W,160.0,6/20/2018,12.0,W,40.82700988,73.84062044,10465.0,10465
408,318.0,BRONX,20AA,180.0,6/20/2018,20.0,AA,40.84617217,73.825107,10465.0,10465
409,152.0,BRONX,12AA,195.0,6/20/2018,12.0,AA,40.82763287,73.82396737,10465.0,10465
410,129.0,BRONX,11AA,205.0,6/20/2018,11.0,AA,40.82531546,73.82382492,10465.0,10465
411,104.0,BRONX,10AA,215.0,6/20/2018,10.0,AA,40.82299805,73.82368247,10465.0,10465
412,150.0,BRONX,11W,290.0,6/20/2018,11.0,W,40.82469246,73.84047798,10465.0,10465
413,130.0,BRONX,11AB,300.0,6/20/2018,11.0,AB,40.82547121,73.81966166,10465.0,10465
414,601.0,BRONX,42T,85.0,6/20/2018,42.0,T,40.896065,73.85738382,10466.0,10466
415,585.0,BRONX,39S,140.0,6/20/2018,39.0,S,40.88895701,73.86111973,10466.0,10466
416,597.0,BRONX,41T,150.0,6/20/2018,41.0,T,40.89374759,73.85724137,10466.0,10466
417,592.0,BRONX,40S,155.0,6/20/2018,40.0,S,40.89127443,73.86126218,10466.0,10466
418,579.0,BRONX,38S,220.0,6/20/2018,38.0,S,40.8866396,73.86097728,10466.0,10466
419,593.0,BRONX,40T,255.0,6/20/2018,40.0,T,40.89143018,73.85709892,10466.0,10466
420,596.0,BRONX,41S,375.0,6/20/2018,41.0,S,40.89359184,73.86140464,10466.0,10466
421,444.0,BRONX,27N,20.0,6/20/2018,27.0,N,40.86036933,73.88022662,10467.0,10467
422,478.0,BRONX,30P,25.0,6/20/2018,30.0,P,40.86763306,73.87232745,10467.0,10467
423,502.0,BRONX,32P,30.0,6/20/2018,32.0,P,40.87226788,73.87261236,10467.0,10467
424,577.0,BRONX,38O,40.0,6/20/2018,38.0,O,40.88601661,73.87763034,10467.0,10467
425,445.0,BRONX,27P,45.0,6/20/2018,27.0,P,40.86068082,73.87190009,10467.0,10467
426,458.0,BRONX,28P,45.0,6/20/2018,28.0,P,40.86299824,73.87204254,10467.0,10467
427,480.0,BRONX,30R,45.0,6/20/2018,30.0,R,40.86794456,73.86400092,10467.0,10467
428,528.0,BRONX,34P,45.0,6/20/2018,34.0,P,40.87690271,73.87289726,10467.0,10467
429,529.0,BRONX,34Q,50.0,6/20/2018,34.0,Q,40.87705846,73.868734,10467.0,10467
430,530.0,BRONX,34R,70.0,6/20/2018,34.0,R,40.87721421,73.86457073,10467.0,10467
431,515.0,BRONX,33Q,75.0,6/20/2018,33.0,Q,40.87474104,73.86859154,10467.0,10467
432,490.0,BRONX,31Q,80.0,6/20/2018,31.0,Q,40.87010622,73.86830664,10467.0,10467
433,567.0,BRONX,37O,80.0,6/20/2018,37.0,O,40.8836992,73.87748789,10467.0,10467
434,516.0,BRONX,33R,90.0,6/20/2018,33.0,R,40.87489679,73.86442828,10467.0,10467
435,432.0,BRONX,26P,95.0,6/20/2018,26.0,P,40.85836341,73.87175764,10467.0,10467
436,544.0,BRONX,35Q,100.0,6/20/2018,35.0,Q,40.87937587,73.86887645,10467.0,10467
437,503.0,BRONX,32Q,105.0,6/20/2018,32.0,Q,40.87242363,73.86844909,10467.0,10467
438,514.0,BRONX,33P,115.0,6/20/2018,33.0,P,40.8745853,73.87275481,10467.0,10467
439,447.0,BRONX,27R,120.0,6/20/2018,27.0,R,40.86099232,73.86357356,10467.0,10467
440,489.0,BRONX,31P,125.0,6/20/2018,31.0,P,40.86995047,73.8724699,10467.0,10467
441,434.0,BRONX,26R,130.0,6/20/2018,26.0,R,40.85867491,73.86343111,10467.0,10467
442,459.0,BRONX,28Q,140.0,6/20/2018,28.0,Q,40.86315398,73.86787928,10467.0,10467
443,545.0,BRONX,35R,150.0,6/20/2018,35.0,R,40.87953162,73.86471318,10467.0,10467
444,568.0,BRONX,37R,150.0,6/20/2018,37.0,R,40.88416644,73.86499809,10467.0,10467
445,584.0,BRONX,39R,150.0,6/20/2018,39.0,R,40.88880127,73.865283,10467.0,10467
446,566.0,BRONX,37N,160.0,6/20/2018,37.0,N,40.88354345,73.88165115,10467.0,10467
447,469.0,BRONX,29R,165.0,6/20/2018,29.0,R,40.86562714,73.86385847,10467.0,10467
448,479.0,BRONX,30Q,180.0,6/20/2018,30.0,Q,40.86778881,73.86816418,10467.0,10467
449,501.0,BRONX,32O,180.0,6/20/2018,32.0,O,40.87211214,73.87677562,10467.0,10467
450,578.0,BRONX,38R,180.0,6/20/2018,38.0,R,40.88648385,73.86514054,10467.0,10467
451,460.0,BRONX,28R,185.0,6/20/2018,28.0,R,40.86330973,73.86371601,10467.0,10467
452,556.0,BRONX,36R,185.0,6/20/2018,36.0,R,40.88184903,73.86485564,10467.0,10467
453,555.0,BRONX,36O,220.0,6/20/2018,36.0,O,40.88138178,73.87734543,10467.0,10467
454,491.0,BRONX,31R,240.0,6/20/2018,31.0,R,40.87026197,73.86414337,10467.0,10467
455,512.0,BRONX,33N,240.0,6/20/2018,33.0,N,40.8742738,73.88108134,10467.0,10467
456,527.0,BRONX,34O,245.0,6/20/2018,34.0,O,40.87674696,73.87706053,10467.0,10467
457,541.0,BRONX,35N,260.0,6/20/2018,35.0,N,40.87890862,73.88136625,10467.0,10467
458,513.0,BRONX,33O,270.0,6/20/2018,33.0,O,40.87442955,73.87691807,10467.0,10467
459,542.0,BRONX,35O,270.0,6/20/2018,35.0,O,40.87906437,73.87720298,10467.0,10467
460,526.0,BRONX,34N,310.0,6/20/2018,34.0,N,40.87659121,73.88122379,10467.0,10467
461,433.0,BRONX,26Q,315.0,6/20/2018,26.0,Q,40.85851916,73.86759437,10467.0,10467
462,543.0,BRONX,35P,365.0,6/20/2018,35.0,P,40.87922012,73.87303972,10467.0,10467
463,468.0,BRONX,29Q,430.0,6/20/2018,29.0,Q,40.8654714,73.86802173,10467.0,10467
464,446.0,BRONX,27Q,490.0,6/20/2018,27.0,Q,40.86083657,73.86773683,10467.0,10467
465,554.0,BRONX,36N,1715.0,6/20/2018,36.0,N,40.88122604,73.8815087,10467.0,10467
466,539.0,BRONX,35L,10.0,6/20/2018,35.0,L,40.87859713,73.88969278,10468.0,10468
467,508.0,BRONX,33J,15.0,6/20/2018,33.0,J,40.87365081,73.8977344,10468.0,10468
468,576.0,BRONX,38N,45.0,6/20/2018,38.0,N,40.88586086,73.88179361,10468.0,10468
469,482.0,BRONX,31H,90.0,6/20/2018,31.0,H,40.86870449,73.90577603,10468.0,10468
470,462.0,BRONX,29G,120.0,6/20/2018,29.0,G,40.86391391,73.90965439,10468.0,10468
471,465.0,BRONX,29J,140.0,6/20/2018,29.0,J,40.86438116,73.89716459,10468.0,10468
472,524.0,BRONX,34L,156.0,6/20/2018,34.0,L,40.87627972,73.88955032,10468.0,10468
473,471.0,BRONX,30H,160.0,6/20/2018,30.0,H,40.86638707,73.90563357,10468.0,10468
474,495.0,BRONX,32I,165.0,6/20/2018,32.0,I,40.87117765,73.90175521,10468.0,10468
475,452.0,BRONX,28G,185.0,6/20/2018,28.0,G,40.8615965,73.90951193,10468.0,10468
476,473.0,BRONX,30J,185.0,6/20/2018,30.0,J,40.86669857,73.89730704,10468.0,10468
477,484.0,BRONX,31J,210.0,6/20/2018,31.0,J,40.86901598,73.8974495,10468.0,10468
478,496.0,BRONX,32J,230.0,6/20/2018,32.0,J,40.87133339,73.89759195,10468.0,10468
479,497.0,BRONX,32K,235.0,6/20/2018,32.0,K,40.87148914,73.89342868,10468.0,10468
480,498.0,BRONX,32L,245.0,6/20/2018,32.0,L,40.87164489,73.88926542,10468.0,10468
481,485.0,BRONX,31K,265.0,6/20/2018,31.0,K,40.86917173,73.89328623,10468.0,10468
482,440.0,BRONX,27I,310.0,6/20/2018,27.0,I,40.85959058,73.90104295,10468.0,10468
483,439.0,BRONX,27H,335.0,6/20/2018,27.0,H,40.85943484,73.90520621,10468.0,10468
484,483.0,BRONX,31I,335.0,6/20/2018,31.0,I,40.86886023,73.90161276,10468.0,10468
485,453.0,BRONX,28H,360.0,6/20/2018,28.0,H,40.86175225,73.90534867,10468.0,10468
486,463.0,BRONX,29H,365.0,6/20/2018,29.0,H,40.86406966,73.90549112,10468.0,10468
487,464.0,BRONX,29I,400.0,6/20/2018,29.0,I,40.86422541,73.90132786,10468.0,10468
488,472.0,BRONX,30I,455.0,6/20/2018,30.0,I,40.86654282,73.90147031,10468.0,10468
489,454.0,BRONX,28I,475.0,6/20/2018,28.0,I,40.861908,73.9011854,10468.0,10468
490,509.0,BRONX,33K,650.0,6/20/2018,33.0,K,40.87380655,73.89357114,10468.0,10468
491,504.0,BRONX,32U,35.0,6/20/2018,32.0,U,40.87304663,73.85179603,10469.0,10469
492,517.0,BRONX,33S,40.0,6/20/2018,33.0,S,40.87505254,73.86026501,10469.0,10469
493,546.0,BRONX,35V,40.0,6/20/2018,35.0,V,40.88015461,73.84806012,10469.0,10469
494,449.0,BRONX,27T,50.0,6/20/2018,27.0,T,40.86130382,73.85524703,10469.0,10469
495,435.0,BRONX,26S,60.0,6/20/2018,26.0,S,40.85883066,73.85926784,10469.0,10469
496,461.0,BRONX,28S,60.0,6/20/2018,28.0,S,40.86346548,73.85955275,10469.0,10469
497,481.0,BRONX,30U,65.0,6/20/2018,30.0,U,40.8684118,73.85151112,10469.0,10469
498,531.0,BRONX,34U,70.0,6/20/2018,34.0,U,40.87768145,73.85208093,10469.0,10469
499,519.0,BRONX,33V,95.0,6/20/2018,33.0,V,40.87551979,73.84777522,10469.0,10469
500,493.0,BRONX,31U,100.0,6/20/2018,31.0,U,40.87072921,73.85165358,10469.0,10469
501,448.0,BRONX,27S,105.0,6/20/2018,27.0,S,40.86114807,73.85941029,10469.0,10469
502,518.0,BRONX,33U,110.0,6/20/2018,33.0,U,40.87536404,73.85193848,10469.0,10469
503,492.0,BRONX,31T,140.0,6/20/2018,31.0,T,40.87057346,73.85581684,10469.0,10469
504,532.0,BRONX,34V,140.0,6/20/2018,34.0,V,40.8778372,73.84791767,10469.0,10469
505,450.0,BRONX,27U,200.0,6/20/2018,27.0,U,40.86145956,73.85108376,10469.0,10469
506,388.0,BRONX,23V,425.0,6/20/2018,23.0,V,40.85234566,73.84635069,10469.0,10469
507,333.0,BRONX,20V,430.0,6/20/2018,20.0,V,40.84539343,73.84592333,10469.0,10469
508,600.0,BRONX,42S,55.0,6/20/2018,42.0,S,40.89590925,73.86154709,10470.0,10470
509,612.0,BRONX,47G,10.0,6/20/2018,47.0,G,40.90562733,73.91221854,10471.0,10471
510,605.0,BRONX,44J,15.0,6/20/2018,44.0,J,40.89914234,73.89930139,10471.0,10471
511,602.0,BRONX,43G,20.0,6/20/2018,43.0,G,40.89635768,73.91164873,10471.0,10471
512,608.0,BRONX,45J,20.0,6/20/2018,45.0,J,40.90145975,73.89944384,10471.0,10471
513,586.0,BRONX,40E,25.0,6/20/2018,40.0,E,40.88909395,73.9195479,10471.0,10471
514,599.0,BRONX,42J,40.0,6/20/2018,42.0,J,40.89450752,73.89901648,10471.0,10471
515,619.0,BRONX,49J,40.0,6/20/2018,49.0,J,40.9107294,73.90001365,10471.0,10471
516,610.0,BRONX,46I,45.0,6/20/2018,46.0,I,40.90362142,73.90374956,10471.0,10471
517,603.0,BRONX,43H,50.0,6/20/2018,43.0,H,40.89651343,73.90748546,10471.0,10471
518,598.0,BRONX,42G,60.0,6/20/2018,42.0,G,40.89404027,73.91150628,10471.0,10471
519,604.0,BRONX,43J,65.0,6/20/2018,43.0,J,40.89682493,73.89915893,10471.0,10471
520,617.0,BRONX,48J,80.0,6/20/2018,48.0,J,40.90841199,73.8998712,10471.0,10471
521,589.0,BRONX,40H,85.0,6/20/2018,40.0,H,40.8895612,73.9070581,10471.0,10471
522,606.0,BRONX,45H,90.0,6/20/2018,45.0,H,40.90114826,73.90777037,10471.0,10471
523,616.0,BRONX,48H,90.0,6/20/2018,48.0,H,40.90810049,73.90819773,10471.0,10471
524,611.0,BRONX,46J,105.0,6/20/2018,46.0,J,40.90377717,73.89958629,10471.0,10471
525,614.0,BRONX,47I,105.0,6/20/2018,47.0,I,40.90593883,73.90389201,10471.0,10471
526,615.0,BRONX,47J,105.0,6/20/2018,47.0,J,40.90609458,73.89972874,10471.0,10471
527,609.0,BRONX,46H,120.0,6/20/2018,46.0,H,40.90346567,73.90791282,10471.0,10471
528,595.0,BRONX,41J,145.0,6/20/2018,41.0,J,40.8921901,73.89887403,10471.0,10471
529,613.0,BRONX,47H,165.0,6/20/2018,47.0,H,40.90578308,73.90805528,10471.0,10471
530,583.0,BRONX,39I,180.0,6/20/2018,39.0,I,40.88739953,73.90275239,10471.0,10471
531,594.0,BRONX,41G,190.0,6/20/2018,41.0,G,40.89172286,73.91136382,10471.0,10471
532,607.0,BRONX,45I,190.0,6/20/2018,45.0,I,40.90130401,73.9036071,10471.0,10471
533,618.0,BRONX,49H,400.0,6/20/2018,49.0,H,40.91041791,73.90834018,10471.0,10471
534,210.0,BRONX,14S,85.0,6/20/2018,14.0,S,40.83102171,73.8575584,10472.0,10472
535,208.0,BRONX,14Q,110.0,6/20/2018,14.0,Q,40.83071021,73.86588494,10472.0,10472
536,167.0,BRONX,12P,115.0,6/20/2018,12.0,P,40.82591964,73.86976329,10472.0,10472
537,211.0,BRONX,14T,140.0,6/20/2018,14.0,T,40.83117746,73.85339514,10472.0,10472
538,192.0,BRONX,13U,155.0,6/20/2018,13.0,U,40.82901579,73.84908942,10472.0,10472
539,251.0,BRONX,16P,160.0,6/20/2018,16.0,P,40.83518929,73.87033311,10472.0,10472
540,170.0,BRONX,12S,165.0,6/20/2018,12.0,S,40.82638688,73.8572735,10472.0,10472
